	CDKN2A_loss	PTEN_loss	ANK3	BRAF	NRAS	SVEP1	PCDH18	ARID2	NF1	MECOM	TP53	PLCB1	AHNAK	MSR1	HDAC9	CDKN2A	MDM2_gain	ASPM	COL1A1	CDK4_gain	ARHGAP29	PTEN	PPP6C	CHD6	FN1	USP6	MAGI2	TCF4	ARID1B	NUP98	BPTF	CHD9	CTNNB1	DICER1	SYK	IDH1	EZH2	TRERF1	ARHGEF2	FCRL4	PTGS1	RASA2	BRWD1	MAP3K4	NFATC4	AFF4	BAZ2B	MAP2K1	NCOR1	ARFGEF2
CTNNB1	1.20250168400569	0.828103329853124	0.786822808272633	0.822751779971466	0.80942225290508	0.875350864929101	0.944847927346633	0.901481396616824	0.990499964507962	0.995714654864078	0.912431814178833	0.97076692687814	0.971931429308392	0.98614083750036	0.987614839533638	0.885833956361727	0.892262477266836	0.958261627554764	1.01318262215344	0.882487425978242	0.972080788456027	0.898032147100455	0.934476268485033	0.906266204197949	0.910771720154946	0.918308722627032	0.94953384881801	0.921481512675819	1.05340301555836	1.05481445549357	0.920932198899711	0.924449118481431	NA	0.954974010766968	0.954563454798666	1.0161215058781	0.959845390788371	0.961869968581534	0.964452045568649	0.964761744751664	0.964252862625686	0.933462072635574	0.966420319112467	0.936336240813825	0.936102906356099	0.969392551641863	0.935348953749093	0.969828524294749	0.935389524062749	0.938120605442542
DICER1	1.20201272156733	0.828362258892046	0.920614507610717	0.682035717639773	1.04449116680731	1.0092263246101	0.987828742450096	0.988800909678175	1.03170279555647	0.899732439495724	1.0609962477719	1.01491444350755	0.926625475184887	1.05978616090279	0.987474058919322	1.08535799919669	0.892109996112457	0.95880862922971	1.0140588497052	0.912199652845497	0.970883239032993	0.928389142783923	0.934384935805655	0.989160800415255	0.994549729267598	0.999723542516145	0.949566550392345	1.0883908963865	1.05348851575505	0.949668262183566	1.0094368244292	0.924168735864449	0.954974010766968	NA	1.0111062964448	0.925393342251013	0.959502960178286	0.931682108953491	1.02242251935764	0.964883226367671	0.964249360210759	1.02043116586233	1.01977233931648	0.966263165995998	1.02027073625629	0.968100376058392	1.02959355311923	0.969752630206069	0.968644042464151	0.970791078781165
SYK	1.11096925948882	0.914934336017285	1.00454292863104	0.892195472436182	0.810559312222099	0.965479814299203	0.98754888808937	0.900617496546586	0.948202987241987	1.04140168584063	0.911642764470242	0.924575505621919	1.05416715766369	0.98630555678369	0.987818734317495	0.989780798986563	0.947538726444906	0.908101453058873	0.96652949573257	0.967737310450725	1.05910702108968	0.927303443658731	0.903397473760734	0.990294275044928	0.99417774758408	0.999798789517739	1.04493908512758	1.04637096774194	1.05387838319655	1.00473899034386	0.953118451955296	1.00927390633478	0.954563454798666	1.0111062964448	NA	0.957890678707874	0.928819849337224	0.961127683175441	1.02314926786992	1.11941725818455	1.02023012046761	1.07189099855858	0.936099318242921	0.936101112187918	0.966225718554979	0.969689525629472	0.935613421427646	0.935496779356904	0.935628603461051	0.970292435929069
IDH1	1.17301009267928	0.683111449514099	0.981765996217219	0.696547407686132	0.945732265717988	0.928821030172775	1.00015436508129	0.953313034117218	0.907876577487143	0.957524782129169	0.918172667758524	0.851539167856944	0.931634907920389	0.881200097584677	0.871657399636862	0.858594271550361	0.954205283477016	0.911928989569096	0.972368337663984	0.915860562418912	0.897238663440598	0.985677538797553	0.905314788766552	0.939178285441844	0.912277937701673	1.00618972905143	0.922657804610616	0.922821759342004	0.921109471686917	0.921190598345411	0.956495584874397	0.957564394717672	1.0161215058781	0.925393342251013	0.957890678707874	NA	0.930000483052736	0.964144487557208	0.93227738547699	1.02720522839452	0.968116346216943	0.935447353214744	0.937353448564633	0.937719187646876	0.937993775884814	0.93703456607584	0.937172135043021	0.973172730815966	0.937191197982003	0.940059201774342
EZH2	1.07084729009619	0.681620400899126	1.02558642314119	0.847072785060718	0.883656156702833	0.882744416654699	0.907153847083322	0.956206389416193	1.0012310579911	0.909010582188048	0.86480049388834	0.93162687797277	0.979238437498257	0.952791679323807	0.950192976450402	0.946139965936977	0.867272814520128	0.965007798234936	1.02148131828058	0.887271722844983	0.90030159501255	0.902966708430285	0.938814448844631	0.998523328427668	0.945758450564018	0.923076592718315	0.954391183182282	0.953980615046771	1.01090223877249	1.06158788837436	0.957989962276221	0.928231009964728	0.959845390788371	0.959502960178286	0.928819849337224	0.930000483052736	NA	0.935555475721313	1.02790617300704	0.937861923902306	0.969817522830929	0.969894852817386	0.970783295443981	0.940365929732187	0.971586646661665	0.9739118653022	0.973748730958703	0.973372817800293	0.973520892499519	0.975832384385935
TRERF1	0.97429230952581	0.951169353772229	0.89435516606978	0.919459017563482	1.0045191796649	0.978292817830267	0.998965882126595	1.11421085080148	0.958509672838754	0.959843833992293	0.974723929095697	1.02379952160403	0.980483590584739	0.994827799164213	0.99710163372981	0.947560753077173	0.870337847552823	0.96678496100838	0.924224226195164	0.890945110485026	0.978438731077535	0.935567876344086	1.04680841136031	0.99498391320039	1.0010388217887	1.0062408656089	0.95606960950764	1.00447765113714	1.01043649860844	1.00988843632366	1.01527336323948	1.01606140728521	0.961869968581534	0.931682108953491	0.961127683175441	0.964144487557208	0.935555475721313	NA	0.937496713190362	1.02590149122695	0.940715053050114	0.971024080023426	0.972362043448946	0.94325233173522	0.972691585594811	0.942532724996421	0.94244932413293	0.974958765837667	1.03283568200852	0.976343858065428
ARHGEF2	1.35620871085411	1.18318277214027	0.90861642842437	0.79273607187291	0.962611410709509	0.99004800722485	1.0107640932295	0.965622317968635	0.966784943323341	0.915191807116397	1.08991105176221	1.03618739146125	0.987680124748718	1.04334595262508	0.956653155962031	1.11053941484314	0.869159049248814	1.02420057155845	0.925533757947881	0.889351083559409	0.985473312267726	0.904900014352007	0.910294919442374	1.05756763599658	1.00728225677081	0.924598789530033	1.01092087732993	0.956858146037285	1.07042121631745	1.07095882143047	1.0792678366655	0.930685723211496	0.964452045568649	1.02242251935764	1.02314926786992	0.93227738547699	1.02790617300704	0.937496713190362	NA	0.973665289124981	1.08994818511425	0.97363460356972	0.974833030680187	0.973765136621998	0.97440534603369	0.977118222120089	1.042256202823	1.04376766119858	0.977560812211121	0.944707665087748
FCRL4	1.03087471869912	0.904834429221979	1.00604674357713	0.872787732059925	0.830731705785011	0.942269559765706	1.05542660949939	1.05619443704854	1.10155446406824	1.01824577318854	1.03728981303649	0.989111217655784	1.11510479717059	1.00275910877075	1.04891259015409	0.898560650038987	0.964222809807511	0.973305258741223	0.927272822314222	0.982868061131144	1.03348744363661	0.995138138601636	0.913271037071109	1.05424064135747	0.951947505075814	1.01224101163394	1.10103923474532	1.05848773960848	1.11450498430253	1.11625375310726	0.964278228095917	1.02057233972799	0.964761744751664	0.964883226367671	1.11941725818455	1.02720522839452	0.937861923902306	1.02590149122695	0.973665289124981	NA	1.08527954565594	1.03247752252273	0.975892388688872	0.945004794384238	0.944934211416891	0.978321925451975	0.978079135417887	0.944940909569248	1.03935359072266	0.980086189933657
PTGS1	1.03042817916846	0.900943730427513	0.95815617670137	0.950986857591879	0.832607962941852	0.89257811446748	0.965645386725673	0.965441047328129	1.01362761850075	0.917671610355734	0.984110815570725	0.987460188331652	1.03524733521426	1.0407232512928	1.00548662519649	1.05757086333488	0.872153558233203	0.919569681936326	0.927858592692828	0.892465235077098	1.0310360372809	0.93899310034128	0.913291338201867	1.05449543039742	1.05921257877332	0.927602535990778	0.958901864206446	1.05636542005692	0.960084909594026	1.01634055744	0.930233840175772	0.965008818289011	0.964252862625686	0.964249360210759	1.02023012046761	0.968116346216943	0.969817522830929	0.940715053050114	1.08994818511425	1.08527954565594	NA	0.942038910940907	0.975781623827451	0.944884589915807	0.94497569009846	0.979028132371642	0.944177427726102	1.04072614022269	1.09591277585948	0.980274283709166
RASA2	1.02880223072491	0.90392313280816	1.04788705007994	0.874410502788304	0.727050618698054	1.03553549120165	0.964910858156298	0.965444752672674	1.14274641906736	1.06836847597287	1.08782790800206	1.03524079149249	1.03432716757242	0.914634958445185	1.00381435795789	1.06070474807144	0.90499289731814	0.973370232364051	1.03053034134779	0.92515157352798	1.03250765888165	0.90812642852377	0.913180794039552	1.05547454411792	1.00842739095404	1.10655433167235	1.05616991822806	1.01055145877775	1.01664290320678	1.01583610758101	0.963513741630025	1.02061947887761	0.933462072635574	1.02043116586233	1.07189099855858	0.935447353214744	0.969894852817386	0.971024080023426	0.97363460356972	1.03247752252273	0.942038910940907	NA	1.07917704614333	0.945248160004378	0.975979723761161	0.979191504581531	0.944445382163301	0.944695081361845	1.04113853138609	0.947015603833588
BRWD1	0.927351440025332	0.711849760598429	0.910111156873832	0.955228296990941	0.766734486982723	0.990101282792944	1.01208381428976	1.05205666495989	1.05547443736539	1.01754157138734	1.03514294395008	0.988278238934388	0.988389945867232	0.960841842439104	1.04645600438927	0.956042783973132	0.875572788904477	0.922450907583856	0.982469866467765	0.895851237734463	0.984761341646958	0.911133523299212	0.947372751709393	1.00399285352578	1.00727848485427	1.01141411199301	1.05383815381305	0.96113282028789	0.962533982673163	1.01552588737632	0.965167484112677	1.02064275397208	0.966420319112467	1.01977233931648	0.936099318242921	0.937353448564633	0.970783295443981	0.972362043448946	0.974833030680187	0.975892388688872	0.975781623827451	1.07917704614333	NA	0.947819176310384	0.947584032664565	0.979763199226773	0.947106012577764	0.947419244793004	0.98013654001381	0.949247774172025
MAP3K4	1.24858985303982	0.999356740061294	0.813355692880598	0.95092439500977	0.96439075318718	0.894594819252628	0.964847055162499	0.842649387641778	0.870829137176603	0.919554044311406	0.874107838673132	0.940884568177023	0.943240730840373	0.960927689609763	0.959408826328338	1.05752533978411	1.01899013299955	0.922827497598245	0.901377985988014	1.03756758889604	0.908255270948284	0.911089125214727	0.947178747940692	0.919195793728014	0.953601175552956	0.930266768100318	1.01028436078965	0.961099237470794	0.932105004765068	0.931779504536231	1.02037748123701	0.966963522919138	0.936336240813825	0.966263165995998	0.936101112187918	0.937719187646876	0.940365929732187	0.94325233173522	0.973765136621998	0.945004794384238	0.944884589915807	0.945248160004378	0.947819176310384	NA	0.97666449818296	0.979899254092802	0.979985739612108	0.979654794811309	0.947041721847903	0.981696635723738
NFATC4	1.1395519941509	0.903335059058314	1.00649824817868	0.639869526705247	1.20088252167329	0.84312174361383	0.917060691404978	0.869687714390696	0.96677884370211	0.919067243093908	0.985785855373235	0.940809485488375	0.894238974680787	0.961920939670302	0.883345342093015	0.9004340802413	0.906822652103666	0.922262616936285	0.929458595942495	0.92638206792411	1.03308276420096	0.911046206454701	0.94776481634064	0.948716005114887	0.953196040278083	1.0115499037508	1.01083061059648	1.01066392991594	1.01632190844301	0.931510775630425	0.964520311665963	0.935783512192024	0.936102906356099	1.02027073625629	0.966225718554979	0.937993775884814	0.971586646661665	0.972691585594811	0.97440534603369	0.944934211416891	0.94497569009846	0.975979723761161	0.947584032664565	0.97666449818296	NA	0.947058364827321	0.980695951731905	0.947008488201979	0.947322210058977	1.0369502462011
AFF4	1.33477738331789	0.94801601435387	0.931151206336033	0.822754728393245	1.05075180331779	1.00548271060571	1.16504787381341	1.02447044164475	0.979009859256095	0.981066625254612	0.874950076304427	1.00014314435409	0.99959331590427	0.966031569748389	0.911177788192647	0.90201749692983	0.97260207460739	0.923330701556508	0.988361863501259	0.990475251488615	0.906977125449353	0.943185587527987	0.949546702732987	1.06613771335464	0.954691532601508	1.01892806509876	0.963370077756612	1.01917682597907	1.02460093221256	1.12738724218996	0.967604594070284	0.968954402650689	0.969392551641863	0.968100376058392	0.969689525629472	0.93703456607584	0.9739118653022	0.942532724996421	0.977118222120089	0.978321925451975	0.979028132371642	0.979191504581531	0.979763199226773	0.979899254092802	0.947058364827321	NA	0.983478906590782	0.982197813116207	0.983320187129413	0.949577200125274
BAZ2B	1.32751183580468	1.25027101879229	0.767379111824656	1.0701161408024	0.983657111371223	0.952942907495668	0.921877798504892	0.924680751531037	0.871217863426409	0.835125448028674	0.938156582544008	0.947955908331112	0.894750423269077	0.966001747233547	0.911487861432959	0.902524510855903	0.874662136944539	0.981644293862847	0.899931211759169	0.894908262269601	0.937216356395295	0.942771171156333	0.949237357498327	0.918127783924873	0.955548773576667	0.929611910370471	0.963119969999728	0.96355742436793	1.02472726715561	0.964332198791316	1.02985150203612	0.969484269215452	0.935348953749093	1.02959355311923	0.935613421427646	0.937172135043021	0.973748730958703	0.94244932413293	1.042256202823	0.978079135417887	0.944177427726102	0.944445382163301	0.947106012577764	0.979985739612108	0.980695951731905	0.983478906590782	NA	0.983870641322599	0.983456970212943	0.949307738517548
MAP2K1	1.43441315837434	1.24967599754048	0.823159507335804	0.987882499797987	0.843236661721318	0.900006235504007	0.922771025180189	0.84129229703199	0.841401745928582	0.835118652878458	0.875328519107253	0.946745152650055	1.00052401145946	0.96654155986818	0.881802319589482	1.02045381740197	0.909366434745941	0.923491296574569	1.03969551653663	0.929097735636376	0.907034050179211	0.910191843334591	1.01144838656202	1.01104998725224	0.955161696479176	0.961330996213479	0.963217719065016	1.01739603087483	0.964120718072798	1.02537808678432	0.967484899113225	1.02987822100903	0.969828524294749	0.969752630206069	0.935496779356904	0.973172730815966	0.973372817800293	0.974958765837667	1.04376766119858	0.944940909569248	1.04072614022269	0.944695081361845	0.947419244793004	0.979654794811309	0.947008488201979	0.982197813116207	0.983870641322599	NA	0.98348988007749	0.94916106344361
NCOR1	1.33435415815979	0.84528569306563	0.931257032527013	1.15582808805497	0.729655891680527	0.952887635672073	0.975208197857109	1.02538983710999	1.02616551076898	0.925189998161851	1.05414009537093	0.948461642721605	0.998483845423544	1.01084847462274	0.963691150227366	0.963211601087893	0.875047713148551	0.891947921834914	1.04128499764306	0.89463712104129	1.04480029565592	1.00177755205688	0.915812215207941	1.11549646569352	1.01481053612985	1.07259042092483	0.963254885844393	1.11368052856588	0.965007084253188	1.02432690506633	1.03057690699186	1.13784619956127	0.935389524062749	0.968644042464151	0.935628603461051	0.937191197982003	0.973520892499519	1.03283568200852	0.977560812211121	1.03935359072266	1.09591277585948	1.04113853138609	0.98013654001381	0.947041721847903	0.947322210058977	0.983320187129413	0.983456970212943	0.98348988007749	NA	0.984517380153054
ARFGEF2	0.98675806769051	0.532478723089516	1.07976734945426	0.73751171391015	0.983775778950515	0.901802194220172	0.870338435305253	0.873487151197876	1.11791717742641	0.869273131738682	0.996611364014937	1.09345265096069	0.897528021455513	0.894365192081367	1.01398203025467	0.964973537920752	0.973139749017773	1.03429825977865	0.934288854965431	0.991322352503257	1.04152955588115	0.913335156530525	0.918669264631594	1.01126297763991	0.956863143131321	0.963106514163167	1.01876433407155	1.01699445355726	0.933534041198994	0.934075087149218	1.02937308786431	0.937961214712736	0.938120605442542	0.970791078781165	0.970292435929069	0.940059201774342	0.975832384385935	0.976343858065428	0.944707665087748	0.980086189933657	0.980274283709166	0.947015603833588	0.949247774172025	0.981696635723738	1.0369502462011	0.949577200125274	0.949307738517548	0.94916106344361	0.984517380153054	NA
