	CDKN2A_loss	PTEN_loss	ANK3	BRAF	NRAS	SVEP1	PCDH18	ARID2	NF1	MECOM	TP53	PLCB1	AHNAK	MSR1	HDAC9	CDKN2A	MDM2_gain	ASPM	COL1A1	CDK4_gain	ARHGAP29	PTEN	PPP6C	CHD6	FN1	USP6	MAGI2	TCF4	ARID1B	NUP98	BPTF	CHD9	CTNNB1	DICER1	SYK	IDH1	EZH2	TRERF1	ARHGEF2	FCRL4	PTGS1	RASA2	BRWD1	MAP3K4	NFATC4	AFF4	BAZ2B	MAP2K1	NCOR1	ARFGEF2
ARHGAP29	1.08316240721984	0.814241688973408	0.940486535297315	0.926072455353795	0.925765110917517	0.993825260272427	0.923433666390455	0.819736286776046	0.990098378552098	0.995435055620071	1.14548233946381	0.98610380212152	0.986605425993859	0.905777536051515	1.00417464999732	1.00891838412562	0.94349342674151	0.915679528328754	0.964333565160472	0.923243389463718	NA	0.869161880414874	0.900306757764427	0.948492421831891	0.998134881946505	1.04395538551671	1.07861778293302	1.07720780395071	1.01105948031738	1.01055705721153	0.892308170189523	1.0169192366773	0.972080788456027	0.970883239032993	1.05910702108968	0.897238663440598	0.90030159501255	0.978438731077535	0.985473312267726	1.03348744363661	1.0310360372809	1.03250765888165	0.984761341646958	0.908255270948284	1.03308276420096	0.906977125449353	0.937216356395295	0.907034050179211	1.04480029565592	1.04152955588115
PTEN	1.27024883410783	1.35352217360925	0.735173511983931	1.17545273114138	0.712670979059914	0.874872507649541	0.938773646455962	1.00864019194436	0.86520336180147	0.98222726817279	0.871822091338892	0.84569340907872	0.929616277715141	0.912640621818714	0.842956811418952	0.901485474228714	0.910031213940519	0.853125096342579	0.976425493196201	0.931763576098548	0.869161880414874	NA	0.876673081590901	0.958946361603536	0.912332406003145	0.919547335348577	0.895306103574332	0.895602561528541	0.89348678807103	0.893436024803221	0.894874953095558	0.980256258679958	0.898032147100455	0.928389142783923	0.927303443658731	0.985677538797553	0.902966708430285	0.935567876344086	0.904900014352007	0.995138138601636	0.93899310034128	0.90812642852377	0.911133523299212	0.911089125214727	0.911046206454701	0.943185587527987	0.942771171156333	0.910191843334591	1.00177755205688	0.913335156530525
PPP6C	1.44874969719756	1.32293278533477	0.786490071514365	0.918425339046068	1.15969325505959	0.927633760134589	0.911949235498074	0.914090341093164	0.830701847568889	0.914595504379187	0.9281716150303	0.896617700813305	0.899030795073189	0.921452917815671	0.917175775424182	0.95741486036487	0.867960623059746	0.978641837300313	0.892962716624173	0.889228148487932	0.900306757764427	0.876673081590901	NA	1.01647643426099	0.91877610882384	0.926076696767867	0.928885026222556	0.928708962074817	0.929107869448533	0.92858597333562	0.931782047787771	0.90355185015989	0.934476268485033	0.934384935805655	0.903397473760734	0.905314788766552	0.938814448844631	1.04680841136031	0.910294919442374	0.913271037071109	0.913291338201867	0.913180794039552	0.947372751709393	0.947178747940692	0.94776481634064	0.949546702732987	0.949237357498327	1.01144838656202	0.915812215207941	0.918669264631594
CHD6	1.1461598417014	0.929562131290329	1.00344108837152	0.974254846371925	1.02432368547229	0.889012334271385	1.0260799375169	1.02732867818733	1.06569513671687	0.873759675493883	0.975250569990293	0.941242570145379	1.01715267393007	0.8841162856332	0.875994636420583	1.04622804207732	0.843312500660376	1.02230191196459	0.988704484078701	0.864042705405258	0.948492421831891	0.958946361603536	1.01647643426099	NA	0.972363399150991	0.92888708082065	0.979436044502252	1.0261544170304	0.984831614054247	0.931234278491515	1.08741672312967	0.936154266365556	0.906266204197949	0.989160800415255	0.990294275044928	0.939178285441844	0.998523328427668	0.99498391320039	1.05756763599658	1.05424064135747	1.05449543039742	1.05547454411792	1.00399285352578	0.919195793728014	0.948716005114887	1.06613771335464	0.918127783924873	1.01104998725224	1.11549646569352	1.01126297763991
FN1	1.26887083338295	0.957558000767402	0.987864771558461	0.942744104376431	0.891309204647006	1.01236008790408	0.920672110047462	1.07176013270588	1.00227184415296	0.965729389273797	1.02575504302492	0.947048487926566	0.948531029806038	0.928500339252727	1.0069156369086	1.05377491100601	0.847888666791826	0.892869619814628	0.993546235329559	0.868516030694172	0.998134881946505	0.912332406003145	0.91877610882384	0.972363399150991	NA	0.98358701076004	1.07116685262713	1.07206634858071	0.987415069814368	0.935431503979891	0.938363619444538	1.045914359887	0.910771720154946	0.994549729267598	0.99417774758408	0.912277937701673	0.945758450564018	1.0010388217887	1.00728225677081	0.951947505075814	1.05921257877332	1.00842739095404	1.00727848485427	0.953601175552956	0.953196040278083	0.954691532601508	0.955548773576667	0.955161696479176	1.01481053612985	0.956863143131321
USP6	1.17353378495513	0.770809409376465	1.03986648637642	0.784215276626862	0.795970175170824	1.0588225576212	1.08038371833429	0.930794806893135	1.08207867440147	1.01821025484792	0.990894468238479	0.995484874329002	0.956351107907779	0.93669448162945	0.932925313560887	0.850620421263827	0.883884961886958	0.900478302937364	1.08150228440182	0.904631626469029	1.04395538551671	0.919547335348577	0.926076696767867	0.92888708082065	0.98358701076004	NA	1.03368441193609	0.942381680232237	1.04101466770744	0.993689282125052	0.915245172549682	1.00115213199477	0.918308722627032	0.999723542516145	0.999798789517739	1.00618972905143	0.923076592718315	1.0062408656089	0.924598789530033	1.01224101163394	0.927602535990778	1.10655433167235	1.01141411199301	0.930266768100318	1.0115499037508	1.01892806509876	0.929611910370471	0.961330996213479	1.07259042092483	0.963106514163167
MAGI2	0.918754883357518	0.997301758949934	1.00402136963391	0.907360272202147	0.852656890292586	1.02244234499605	1.00876558706482	0.932377762428144	1.01215286767117	0.977306958387833	1.07531540875896	1.10465531256815	1.15843820888163	0.974691422051654	0.974591605338402	0.974089503151443	0.886893438720856	1.06995305530428	0.957694625968631	0.90742564752521	1.07861778293302	0.895306103574332	0.928885026222556	0.979436044502252	1.07116685262713	1.03368441193609	NA	0.989735611617113	1.08307216022015	1.04042929446917	0.99950346590827	1.04681755812147	0.94953384881801	0.949566550392345	1.04493908512758	0.922657804610616	0.954391183182282	0.95606960950764	1.01092087732993	1.10103923474532	0.958901864206446	1.05616991822806	1.05383815381305	1.01028436078965	1.01083061059648	0.963370077756612	0.963119969999728	0.963217719065016	0.963254885844393	1.01876433407155
TCF4	1.17380241919203	0.698063041004892	0.969807290766279	0.847816619874777	1.00720512937772	0.985616998917362	1.00853921764862	1.00855873177495	1.01111436825325	0.977382001904823	1.03434373847335	0.996486926945111	1.03166026932946	1.00900873736968	0.975269245845579	1.05926467207832	0.936759252027158	0.877760843697534	1.00065339766787	0.957335498980131	1.07720780395071	0.895602561528541	0.928708962074817	1.0261544170304	1.07206634858071	0.942381680232237	0.989735611617113	NA	1.08336427953416	0.994410750250612	0.946618397261532	0.999298668109895	0.921481512675819	1.0883908963865	1.04637096774194	0.922821759342004	0.953980615046771	1.00447765113714	0.956858146037285	1.05848773960848	1.05636542005692	1.01055145877775	0.96113282028789	0.961099237470794	1.01066392991594	1.01917682597907	0.96355742436793	1.01739603087483	1.11368052856588	1.01699445355726
ARID1B	1.14689809046891	1.03432473874847	0.863451950224342	0.801864172954734	1.02559027682411	0.911962470976847	1.0580149322413	1.01760697726206	1.13084829116631	0.983993716728564	1.04682386629266	1.04396786576683	1.04395570182503	1.01581354000415	0.980537618890218	0.880492060101118	0.939475193041537	0.999422070225294	1.00677687577878	0.960285909002402	1.01105948031738	0.89348678807103	0.929107869448533	0.984831614054247	0.987415069814368	1.04101466770744	1.08307216022015	1.08336427953416	NA	1.09603189012624	1.00376867629318	1.00397106799307	1.05340301555836	1.05348851575505	1.05387838319655	0.921109471686917	1.01090223877249	1.01043649860844	1.07042121631745	1.11450498430253	0.960084909594026	1.01664290320678	0.962533982673163	0.932105004765068	1.01632190844301	1.02460093221256	1.02472726715561	0.964120718072798	0.965007084253188	0.933534041198994
NUP98	1.31500668139525	0.876700666845615	0.944744942705425	0.93007932509901	0.858686129356739	0.997577584865819	1.01834095800982	0.937250173962168	0.938588374322727	1.02803503195357	0.953890112983777	1.08211397051234	1.08055884890323	1.01669692065137	0.979237792994397	0.981756732271225	0.940463713493196	0.952728602336465	1.00725022827316	0.960754473559193	1.01055705721153	0.893436024803221	0.92858597333562	0.931234278491515	0.935431503979891	0.993689282125052	1.04042929446917	0.994410750250612	1.09603189012624	NA	0.916814405749258	1.00481640213071	1.05481445549357	0.949668262183566	1.00473899034386	0.921190598345411	1.06158788837436	1.00988843632366	1.07095882143047	1.11625375310726	1.01634055744	1.01583610758101	1.01552588737632	0.931779504536231	0.931510775630425	1.12738724218996	0.964332198791316	1.02537808678432	1.02432690506633	0.934075087149218
BPTF	1.10855682972681	1.08091710287277	0.918386791877553	0.821609380603449	1.09876036936941	0.964871941190292	0.987630946305805	1.176789399623	1.07104385659748	0.847663133246345	1.0121811040878	1.0131624626453	0.969719307500563	0.985099515599084	0.893365797054822	0.937605187157828	0.889711567372536	1.00716500152748	0.885032134882792	0.910031018077321	0.892308170189523	0.894874953095558	0.931782047787771	1.08741672312967	0.938363619444538	0.915245172549682	0.99950346590827	0.946618397261532	1.00376867629318	0.916814405749258	NA	0.921017290025026	0.920932198899711	1.0094368244292	0.953118451955296	0.956495584874397	0.957989962276221	1.01527336323948	1.0792678366655	0.964278228095917	0.930233840175772	0.963513741630025	0.965167484112677	1.02037748123701	0.964520311665963	0.967604594070284	1.02985150203612	0.967484899113225	1.03057690699186	1.02937308786431
CHD9	1.01143187671129	1.07732735890552	0.741587175682951	0.961000587129109	0.811675635011673	0.92205156750739	0.899071787123614	0.901318605091758	0.855558464625075	0.900796427476355	1.01298860666731	0.924857471527298	1.01347800299365	0.903465601673651	0.942978173730718	0.939749784279372	0.94662492168821	0.880458422053448	0.966363467253032	0.968777636335101	1.0169192366773	0.980256258679958	0.90355185015989	0.936154266365556	1.045914359887	1.00115213199477	1.04681755812147	0.999298668109895	1.00397106799307	1.00481640213071	0.921017290025026	NA	0.924449118481431	0.924168735864449	1.00927390633478	0.957564394717672	0.928231009964728	1.01606140728521	0.930685723211496	1.02057233972799	0.965008818289011	1.02061947887761	1.02064275397208	0.966963522919138	0.935783512192024	0.968954402650689	0.969484269215452	1.02987822100903	1.13784619956127	0.937961214712736
