	TP53	CDKN2A_loss	STK11_loss	EGFR_gain	PTEN_loss	FGFR1_gain	FAT1	CDKN2A	NOTCH1	MLL2	MDM2_gain	PIK3CA	NSD1	LAMA2	CASP8	MACF1	EP300	FBXW7	FAT2	KALRN	EPHA2	APC	HLA-A	RASA1	HRAS	NOTCH2	BAZ2B	FN1	ZNF750	ATR	ARID1B	SMARCA4	ARID2	CTCF	CUL3	CYLD	MYH9	NFE2L2	PBRM1	TGFBR2	ATM	SPTAN1	APAF1	BRCA1	EGFR	MEF2C	TRIO	HLA-B	MLL	MTOR
ATR	1.41601945013219	1.36685473534267	0.970165627873197	0.998605972978358	0.853669171717655	0.893473244894043	1.14301450983694	0.831954319017768	0.885308852289984	0.973358317459441	0.974116110067772	0.995944562512105	1.08922450728363	0.968195996271056	0.925687223112546	0.980114247355627	0.990634219731172	0.95805444943376	1.01429416181413	1.01956693934966	0.972579830872144	0.975099499600636	1.02736444886534	1.02535958705487	0.975047486705518	1.0383377107515	1.13263856348794	0.984097494037852	0.986123704045792	NA	0.992136880650394	0.991194062915374	0.991093261236655	1.04131659169486	0.996653644165493	0.995377615923273	0.998385571182413	0.996161684437352	0.995091554428459	0.996972171715615	1	1	1	1	1.07385426126552	1	1	1	1	1
ARID1B	0.858386398678033	0.735025578140786	0.874607631604606	0.814468324107783	0.714394590733803	0.806442367817689	1.06740501738238	0.833425100944372	1.11728816136957	1.04747900777175	0.893134986951618	1.0733450073399	0.945271084290647	0.926602595375159	0.97081565915539	1.05617779079685	0.991990846681922	0.9601101761392	1.09398071113552	1.01710909432456	0.973786680753894	1.01495645907557	0.974936229973346	0.975631532863688	1.0224025623493	1.03786039616723	1.03428037106692	0.98708013124946	1.03384606793698	0.992136880650394	NA	0.992169508766477	0.99278830246826	1.03799985271375	1.04961776781441	0.997414783607813	0.997683620519327	0.997115280645477	1.05032072410121	0.996636888253345	1	1	1.17851935248689	1	1	1	1	1	1	1.08332213738179
SMARCA4	0.967356928309203	0.986628128292065	0.969849712770907	0.669121982963656	0.947643051442427	0.894262793678486	0.915717205540214	1.0007727172081	0.844137915020003	1.04859667359667	0.892820949607113	0.918471402634299	1.15351783063229	0.968661958147939	0.971780737717327	1.05430292562356	0.991431773716241	0.960247008600809	0.969884766993975	0.971759706134706	0.973147246065208	0.975684825712779	1.02452699974904	0.975060608781539	1.02190219880898	1.03416997291499	0.985416057479427	0.986425216416543	0.986943870209144	0.991194062915374	0.992169508766477	NA	0.991646727055204	1.03844090497068	0.997016129861318	1.04859014913012	0.995757385292269	0.998194439345225	1.1536065454621	1.04872984793122	1	1.05618994152313	1	1.06998069498069	1.07167023372963	1.06887062221457	1.07256283520875	1	1.08838054922392	1
ARID2	0.746622054830364	0.986168785557513	0.87291991343475	1.0006881317747	0.857124876006475	0.809131971208605	0.993655849548498	0.836054081235107	0.967866147927764	0.89918186466678	0.975661447226506	1.07421489027099	0.947535252132536	0.928335804728861	1.05273490676062	0.941307346557527	0.990790631051802	0.961494575861305	0.971019004927085	0.973423000862025	1.01588714462966	0.976093431700908	1.1094124042907	1.02227097460444	1.02180918860983	0.985880381161192	0.987367616388374	1.03298386547757	1.03077653925112	0.991093261236655	0.99278830246826	0.991646727055204	NA	0.993039563347979	0.996112628571141	0.996586032985582	0.998642975136824	0.995315944158707	0.99786549981524	1.13552951869535	1.05117719218281	1	1	1	1.06653494649885	1	1.069169822371	1.063541122478	1	1
CTCF	0.857389359198672	0.9859346900278	0.873737277474936	0.911932352127067	0.765625843282821	0.809016899866695	1.13938437901613	0.792315504400812	0.888271173236781	0.859079875761096	0.976487757848009	0.995796584675744	1.01547861693279	0.929083559542075	1.05010428820305	0.941538630903851	0.949025526494861	1.00328823194677	1.01165340507585	1.09493125996597	1.09072372896195	0.977784524814228	0.975545499628068	0.977342881950832	0.977549665049665	0.985133992914076	1.03344166951762	0.986527513033818	1.02823252541627	1.04131659169486	1.03799985271375	1.03844090497068	0.993039563347979	NA	0.99638356497427	0.996944042129613	0.995913687233583	1.04677425046759	0.996393652321487	0.998364539869583	1	1	1.0649145586868	1	1	1	1	1	1	1.17978848413631
CUL3	1.4135936967154	1.34709198270601	0.79760462103142	1.13504724402433	1.43788049907464	0.815188432730962	0.932396243276055	0.937486191913985	0.895062724840882	0.860142230912359	0.991658922532848	1.09408151931029	1.10937860937861	1.06263833129505	0.932824608216952	0.987265388757472	0.952248973394145	1.01197651226344	1.02045568500735	0.977965196095209	0.978666603666604	0.979745916347559	0.979721868465324	1.0328368889662	0.981320111182348	1.04663468717336	0.990116385420954	1.14426179911255	0.991567148543893	0.996653644165493	1.04961776781441	0.997016129861318	0.996112628571141	0.99638356497427	NA	1	1.0620193821109	1	1	1	1	1	1	1	1	1.21151144304359	1	1	1.10214124076683	1
CYLD	0.79529630124593	0.501254413791917	0.903353765614586	0.729579173406213	1.06806396560495	0.815302631117704	0.845560137758044	0.935952868770458	0.895507609695316	0.989915497550524	0.853585142519569	0.925821214845142	0.95299736856532	0.978378487305619	0.978895748200572	1.07207723096191	1.09005607356164	0.964091620938022	0.973124810203462	0.976771732546516	0.978819728819729	1.02432262165567	1.03541979010495	1.03337098677857	0.981220190779014	0.991033965448536	1.04290880510393	1.13778317746707	0.99239199829751	0.995377615923273	0.997414783607813	1.04859014913012	0.996586032985582	0.996944042129613	1	NA	1.0612296180478	1.0633508113792	1	1.0584882196375	1	1	1.08292747664617	1	1	1	1.08374256219084	1.07625886074162	1.09486470239401	1
MYH9	1.16631382005336	1.06707103886145	1.01412061706179	1.04280537520761	0.972942656043505	0.815732492014763	0.932197479765153	0.935333241608142	0.895322696041546	0.989061454552827	0.8530321405943	0.925040549260812	0.952089453123677	1.14391635224969	0.9327652831136	0.943737780845175	0.949809397770771	0.964799527744238	0.97418391502062	0.975928768525117	0.978322072072072	0.980134239335317	0.979816354816355	1.03420589330994	0.982557784028372	0.988870427393648	1.04463536711673	0.991299390676984	0.992890011169771	0.998385571182413	0.997683620519327	0.995757385292269	0.998642975136824	0.995913687233583	1.0620193821109	1.0612296180478	NA	1.06078994803779	1	1	1	1	1	1	1.08606387013025	1	1	1	1.09589766878595	1
NFE2L2	1.04087181252008	1.48460499263114	1.12077004654472	1.04254363231836	1.2580924426562	0.816513371521667	1.01618760140434	0.936835658465875	0.894951210584306	0.905119532846122	1.08100790321007	1.01435304293499	0.910025686560538	0.977581570145683	0.980302157088753	1.07184262647446	0.951180635783285	0.964719217295787	0.973429674856043	0.976126615347359	0.97754089518715	1.1036683598044	0.981158151283562	1.03553153558782	1.0344212136665	0.991827270308283	1.14334516740128	0.992726211758842	0.992522648942575	0.996161684437352	0.997115280645477	0.998194439345225	0.995315944158707	1.04677425046759	1	1.0633508113792	1.06078994803779	NA	1	1	1	1	1.0858060794433	1	1	1	1	1.07970940865678	1	1
PBRM1	1.41534357855901	1.4803617399154	1.21638202619798	0.835559970406935	0.974303460032969	1.09807081357337	0.933116903255319	1.02937966172546	0.89596517463627	0.905593066474502	0.993275315940489	0.878707438861935	0.909943697970663	1.06242286138177	0.932525540640897	1.07155029799273	1.00154789406746	1.01392838819602	1.10806946796029	0.976395154537641	0.978158390949089	0.980238544192033	0.981017689319998	1.03317196709477	0.98200669321359	0.991299454184974	1.04505759241135	1.04257377064245	0.992271251698626	0.995091554428459	1.05032072410121	1.1536065454621	0.99786549981524	0.996393652321487	1	1	1	1	NA	1	1	1.06780848536168	1	1	1	1	1	1.07632344838304	1	1
TGFBR2	0.796592952365743	0.923017343380247	0.799910561518121	0.940631812387325	0.971752698065371	0.9138140323917	0.934060387075016	0.845411673755332	0.897574942518763	1.06889456681798	0.85579159758903	0.927746888577951	1.03215461004056	0.932285200394741	1.06719792311395	0.989347720246647	0.953146696711853	0.965678481249415	1.18227037830635	0.978763937704521	1.02485116202345	0.981232061707725	0.980968254219388	0.981212520416314	0.98270592020592	0.99134739948462	0.991253239540911	0.991639431392752	1.03935194914977	0.996972171715615	0.996636888253345	1.04872984793122	1.13552951869535	0.998364539869583	1	1.0584882196375	1	1	1	NA	1	1.06422662936457	1	1	1.07856033255182	1	1.07400892813819	1	1.08876663672736	1
ATM	0.999106009173123	1.32510776634272	0.703545990250008	0.97681506687621	0.900183095877007	0.77565172611571	0.954577486548284	0.960197577159294	1.00555502950011	0.917872944118496	0.863916430748578	1.12118008369597	0.918804317353518	0.940193253748789	0.990022581615362	0.952197349704275	1.0091991018858	0.973143196199733	0.981133288398677	0.984932484932485	0.985439069036564	0.986869042754572	1.04345660854549	0.989926958953508	1.03966970936568	0.99735908665505	0.99817604203739	0.998294748270491	0.99690187925482	1	1	1	1.05117719218281	1	1	1	1	1	1	1	NA	1	1.08487556471427	1	1	1	1	1.08230958230958	1	1
SPTAN1	0.717093611911416	1.01038441141214	0.946495013177614	0.74624601283288	0.898244574850079	0.937398307293424	0.954260122688763	0.960105843651071	1.09481265450216	0.918161723701966	0.914353833381368	0.939319332742471	0.965362802367523	0.988937857900831	1.0865276946239	1.08613292436822	1.10373006696536	1.02109784068315	1.11415915267879	0.984624281318241	0.985058309037901	0.986958070297845	1.04270371537232	0.988089407364531	1.04346012679346	0.999553305539011	1.0501364896122	0.997972190790057	1.04925663683798	1	1	1.05618994152313	1	1	1	1	1	1	1.06780848536168	1.06422662936457	1	NA	1	1	1	1.08533040103081	1	1.07986498527039	1	1
APAF1	1.24543324463856	1.29935766838043	1.12133454834683	0.891928508724793	1.05437559049626	0.845360070429654	0.977178069720626	0.985519081449314	0.922206170244189	1.03629145454754	0.871259897098401	1.253085170246	0.976389194416433	0.946425844730929	0.948192333568857	1.01023658793929	0.965786793542699	0.980008752067576	0.988598324009795	0.992026335737749	0.991184507488855	1.12905716942337	0.995733507537892	1.0587786061924	0.995969376124015	1.06895936429387	1.1730579917666	1	1.06254075791609	1	1.17851935248689	1	1	1.0649145586868	1	1.08292747664617	1	1.0858060794433	1	1	1.08487556471427	1	NA	1	1	1.10400603533813	1	1.09614368245521	1	1.12452680693723
BRCA1	1.24350592493141	1.30118564772968	0.990978693430856	1.02137651773574	1.05262571101612	0.963983485110246	0.977178069720626	1.10125485382555	0.923060584754204	0.929889582067685	1.1461728904477	0.952230974567863	1.07204198888299	1.00017834372487	1.00524583440944	0.958340265279269	0.965545586034074	0.979247387228918	0.987392223849032	0.992503171735035	0.991773486651429	1.04104456321205	1.05251842751843	0.995780986311644	1.05501930501931	1	1	1	1	1	1	1.06998069498069	1	1	1	1	1	1	1	1	1	1	1	NA	1.09927938208832	1	1.10571964639256	1.09665249005351	1	1
EGFR	0.936917461322968	1.12690066759611	0.719708951889007	0.69409628557609	0.737978642542958	0.784243160752649	1.18630194070723	0.811508209524756	1.0286795648278	1.03553389991298	0.871594901871719	0.953140662489688	1.07193487214597	1.00128275101704	1.00494639314149	0.959103517686624	1.02672827385883	0.980458002913093	0.987788460261015	0.991577712165947	1.04714376190499	0.993186668953459	0.996067361390398	1.05814583880622	1.05355971920764	1.06739354546896	1	1	1	1.07385426126552	1	1.07167023372963	1.06653494649885	1	1	1	1.08606387013025	1	1	1.07856033255182	1	1	1	1.09927938208832	NA	1	1	1	1.11800674354448	1
MEF2C	1.25508137900809	1.46806834706738	0.861082442824686	1.01477451533832	1.05273994798286	0.783588925672423	0.816961618762912	0.98681836989851	0.922729881292005	0.930640507277501	1.04014659974291	0.896855638664805	1.07106710456855	1.00103650914093	0.948928985966023	0.958698134754473	0.967549546067134	0.979625541876538	0.987715992870632	0.992588742588743	0.992585257289839	0.99385568368869	1.05761192881686	0.996019452541192	0.996527032139972	1.07342296158086	1	1.06595938745139	1	1	1	1.06887062221457	1	1	1.21151144304359	1	1	1	1	1	1	1.08533040103081	1.10400603533813	1	1	NA	1	1	1	1
TRIO	1.40594892227494	1.28380618221385	0.991461435325665	1.0250611732745	0.804110922019276	0.965044056724872	1.0828154916891	0.872769177819972	1.02790068849042	0.931885371282517	0.928827208009375	0.952082079312678	1.06908762374542	1.20124205188595	1.21311817744925	1.01180639075941	1.13279960024333	1.03441645742304	0.98819965558163	0.992481817046339	0.991920241920242	0.994627422926915	1.06020846427823	0.99659916326583	0.996827150344261	1	1	1	1	1	1	1.07256283520875	1.069169822371	1	1	1.08374256219084	1	1	1	1.07400892813819	1	1	1	1.10571964639256	1	1	NA	1.21702499352978	1.11395847066579	1
HLA-B	0.933562686082539	1.12026451398152	0.722438981550376	0.764823364631426	1.04752762062243	0.966303295431736	0.980873176114868	1.09663742391958	1.22904744367009	0.879055020685922	0.929246952450545	1.05538490930708	0.976012032359183	1.00044791677978	1.10746416892884	1.10434004754727	0.967622345163701	0.980551874970068	1.04089651618503	0.993143062676825	0.993445801261647	1.0387309504282	1.15579360221554	1.05394822072497	1.05318473326948	1	1.15847732657609	1.06131476780648	1.05662996549615	1	1	1	1.063541122478	1	1	1.07625886074162	1	1.07970940865678	1.07632344838304	1	1.08230958230958	1.07986498527039	1.09614368245521	1.09665249005351	1	1	1.21702499352978	NA	1	1
MLL	1.22170429923594	1.0515844728904	0.901323774844485	1.0839279042044	0.825868551478308	0.866360977022723	1.01254189545746	0.891215994671102	1.05884411116757	0.949554162101504	0.882214070910031	0.907465945596053	1.10037895573827	0.956644936075316	1.02105366235801	1.02564774076402	1.04018555154919	1.04993656546306	0.9960258100502	1.06416002932649	0.999902858129695	1	1	1.19265436239636	1	1.08345307912848	1.07939536045286	1	1	1	1	1.08838054922392	1	1	1.10214124076683	1.09486470239401	1.09589766878595	1	1	1.08876663672736	1	1	1	1	1.11800674354448	1	1.11395847066579	1	NA	1
MTOR	1.03291411798165	1.27150643214519	1.05481187851491	0.933676807778629	0.751544894264097	0.865920342110818	1.13022356270416	0.823340366535374	0.941477390587626	0.950652765740895	0.947835644800778	0.970545759417403	0.935317339811722	1.01684264439366	1.13836274762279	0.968231265676521	0.976025647575742	1.04745516544582	1.05528466610941	1.17405661405057	1.0604744294695	1	1	1	1	1	1	1	1.07115323437637	1	1.08332213738179	1	1	1.17978848413631	1	1	1	1	1	1	1	1	1.12452680693723	1	1	1	1	1	1	NA
