	BAP1_loss	CDKN2A_loss	PTEN_loss	PIK3CA	TP53	CDKN1B_loss	ERBB2_gain	CCNE1_gain	IGF1R_gain	CDH1	MAP3K1	GATA3	MLL3	PTEN	NCOR1	MAP2K4	MACF1	ARID1A	CBFB	RUNX1	TBX3	NF1	RB1	NOTCH2	MLL2	AKAP9	ANK3	ERBB2	CTCF	ATM	MGA	APC	FOXA1	MTOR	MYH9	SETD2	ASPM	CHD4	KALRN	MLL	AHNAK	SVEP1	PIK3R1	BRCA1	FBXW7	MED23	MYH14	SF3B1	BRCA2	MLLT4
TBX3	0.74118560415553	0.838247531360639	0.833988864891234	0.893290186865161	0.857306073740718	0.951088499900929	0.891878292097458	0.896523894680222	0.84719371899299	1.03901071953338	0.95763695568302	0.95212451804212	0.988448469059418	0.963674345217914	1.00825728785745	0.966825865765671	0.991790968655444	0.975547311291346	0.976007358220308	0.964729666847482	NA	0.967709603042897	0.980169012021278	0.981406240527861	0.983297617676577	0.983728665721566	0.983576374146772	1.00655449272179	1.03271658055771	0.984764830621048	0.973351722133395	1.00837348641525	0.972738311023939	0.986247125917054	0.97473285010239	0.988092786945304	0.988156953410357	0.988417844867087	0.976398040536509	0.989745209049339	1.03683432234786	0.991259703286654	0.992130957616521	0.978804544656082	0.978773823528828	0.978760346303872	0.994279564325702	0.978810704111374	0.993831534372818	0.996239502914368
NF1	1.00477862485823	0.839539976575966	0.914962586694148	0.964874157334582	0.820566581384289	0.888705300558793	0.819597110867528	0.954472659950073	0.969925240836413	0.97165577814129	0.958866145496877	0.953704677237734	1.00761462166531	1.0040603236865	0.987776995134319	0.96817726478921	0.960092558326498	1.01941934854594	0.965968550442564	0.966409630734914	0.967709603042897	NA	0.970009814105886	0.982350748709366	0.984274685674257	1.00595091688342	1.00607128026965	1.00599750676416	0.972837940871359	1.00814133093062	0.986482668829282	1.02622246697824	1.01075723315525	0.98707595014071	1.03015677502594	0.988781137770712	0.989078794330435	1.01195895666369	0.990665921888008	1.01406689590497	0.991246472524112	0.992522852430986	0.992838632668915	0.980067173832591	0.995016731532675	0.994366405505697	1.02113482230941	0.994504490504419	0.994878181926611	0.996514761183326
RB1	0.959089203687437	0.88241848137572	0.952488201822313	0.823048711246149	1.0048303718254	0.982719322138932	0.921929573721507	0.897664682222185	0.891157793654596	0.902529704550466	0.931291998995482	0.954217302989489	0.969351603581517	0.965742770347657	0.967875935679478	0.957869715387237	1.030328099205	0.96602792600022	0.998301250744541	0.978730478067515	0.980169012021278	0.970009814105886	NA	0.970797897538857	0.984529335978241	0.985110758000346	0.984755281958129	1.00594231784694	0.973459658156556	0.986154543516797	0.975678117186549	0.987910270919801	0.97479131001001	0.987254848661946	0.977128106375889	0.978633407035061	1.00856908154651	0.977667565567413	0.978410274999845	0.990664010052336	0.991692205577963	0.991986583108809	0.992834800253	0.994301907610137	0.980621478618556	0.980630295233512	0.980761696622198	0.980660136871149	0.981452069757176	0.982530127353635
NOTCH2	0.901661628323976	0.815238000154692	1.06865451183128	0.951631501448026	0.916943463239994	0.934638204780998	0.837530497201775	0.873847590025782	0.895572303849392	0.955046797139682	0.941862728625791	0.957195631861414	0.950436933805119	0.966605285685804	0.968729998981456	0.957701638699973	1.01707555810318	1.0016413932591	0.966794810930369	0.967217651365088	0.981406240527861	0.982350748709366	0.970797897538857	NA	0.973429908691569	1.01006508587642	0.973788186900279	0.974076192449911	0.986959498108788	0.974404315245324	0.988266062550837	1.02988015634124	1.01390540117234	0.989101161420636	0.989797910469592	1.01232213048068	0.990595207225404	1.01527271817831	0.992615928122536	0.992865249070056	0.979948743710036	0.994579915406895	0.980974114309839	0.981186842209886	0.996045103144865	0.981115882575551	0.996418006462209	0.996324527420502	1.02415318186737	0.982878906259814
MLL2	1.16400487745904	1.06747943874517	1.04460678394756	0.965790877355785	0.926408837063122	0.871128835711424	0.905932311593852	0.909995795604983	0.899391739170758	0.892582974906618	0.964978404221733	0.924222231869936	0.99600917736962	1.01193092987119	0.971032841867887	0.959993193439704	0.97517593272743	0.980378859683556	0.968963344938423	0.969420171590215	0.983297617676577	0.984274685674257	0.984529335978241	0.973429908691569	NA	1.01081063221285	1.053712738341	0.987972674205388	0.975746906012883	1.03625354687633	0.978000525902222	1.01217452446052	0.977112507381796	0.990717263753977	0.991278125603432	0.980668029006999	0.992717504184346	0.992798750691842	1.01934841462888	0.994189211942815	0.994609683250018	1.0228102510227	1.02180780977317	0.982750053970674	0.983082587339913	0.982936090388294	1.02567021180662	0.982903628284042	0.983405102820571	0.984704187613206
AKAP9	1.16166134056035	0.780168557909274	0.998381841777278	0.84484242024182	0.97150980581364	1.08440281340489	0.874631711631265	1.00457248848323	0.929695380983299	0.933882174439686	0.945165821613879	0.960872115319543	1.01759335841348	1.01158879589338	0.993684519841819	0.972781754717345	0.975767599303695	1.02472311716287	0.969751745109972	0.98238427988186	0.983728665721566	1.00595091688342	0.985110758000346	1.01006508587642	1.01081063221285	NA	0.988631248987154	0.988360227513627	0.976430566379645	1.01285957707295	1.01167545128552	1.01084420373079	0.990706970510831	1.01493332772995	1.01307725126989	0.992143064394942	1.01208053819929	0.993061724115519	1.04101976312042	1.0190938310797	0.994973987167796	0.996101832093082	0.996428032938327	0.983686001351862	0.983803438433121	0.98376407931107	0.997870190772187	0.997771354213872	0.998139021247878	0.985582115814899
ANK3	0.969265476158804	0.926898691837254	0.910605934441849	0.845106024629403	0.929839250128588	0.944028939023871	0.841742042363947	0.91118966267677	0.930073854499508	0.893689988433159	0.945107859315289	0.937519129171537	0.975630711701175	0.969601565179008	0.994386078443879	0.97276404835807	1.01840358008795	0.968853392866745	0.969792007068431	0.970184943374121	0.983576374146772	1.00607128026965	0.984755281958129	0.973788186900279	1.053712738341	0.988631248987154	NA	0.988601308610043	0.976387193605434	1.01303829795561	0.99007348225854	1.02987407299002	0.990877981758363	0.990309471709909	1.01309878159096	1.01261307001805	0.992423783379454	0.980546429657442	1.01817857425006	1.0182210083335	1.01699678646537	1.02187003269709	1.01966093305842	0.983531048310638	1.04923617802675	0.98360876559493	0.99750628787299	0.983628660378754	0.984043847395864	1.0000142303099
ERBB2	0.77182504964613	0.975563330472285	0.729817366111267	1.00386775397262	0.843037243440375	0.943353303621063	0.939456923986431	0.974394824312846	0.869732799193049	1.05851686968634	0.945089975990506	0.937658963530801	1.03681339362393	0.969632554813677	0.994054329332293	0.960982503184708	0.975591440538952	0.969023916507205	0.981984552410821	1.04712872956987	1.00655449272179	1.00599750676416	1.00594231784694	0.974076192449911	0.987972674205388	0.988360227513627	0.988601308610043	NA	0.976339828897482	1.01328309639535	0.990236488968569	0.990933930437958	0.977780780279003	0.990708758343513	0.979920866738031	0.992665670393974	1.01217593612758	0.980613277069965	0.994574917564965	0.994469559535437	1.01776861562541	0.995692835860639	1.01936383834722	0.983747855477137	0.983631317216545	1.02323203633073	0.998322640086487	0.983520575621153	0.984366157051892	1.07454510378971
CTCF	0.674546602745766	0.738237887283476	0.734325595542441	0.89479178846443	0.716593891551782	0.915149846206273	0.842584438483549	0.829714951184704	0.902221938925559	0.893417720619088	1.00729454833248	0.937647552130539	0.954131923669859	0.957951458260658	0.959586933027657	0.960681036801311	0.976191207015849	0.968931750907596	0.969624291589047	0.969955300140117	1.03271658055771	0.972837940871359	0.973459658156556	0.986959498108788	0.975746906012883	0.976430566379645	0.976387193605434	0.976339828897482	NA	0.976956624373812	0.978353192593581	0.979799808452422	0.977755928795316	0.977838364420912	0.979587541251832	0.980959769782724	0.981883635468786	0.980572099692025	0.981107621087026	0.981556791259382	0.982573400009698	0.981992967864297	0.983330859456673	0.999470156751029	0.983772930066638	0.983739677814684	0.983751753023913	0.983998838117134	1.02576818930396	0.985470238652607
ATM	1.14322300950811	0.892888022292598	0.925030313094768	0.896111829111004	0.808738538636744	0.840309662440675	0.945909300271178	0.915711899203746	0.965214616094476	0.894439606719973	0.946044199701564	0.93844610102409	0.977457345051467	0.970914815955787	0.996384706739272	0.996970806410785	1.02049073017744	0.969664804448072	0.970274103606131	0.970697353431862	0.984764830621048	1.00814133093062	0.986154543516797	0.974404315245324	1.03625354687633	1.01285957707295	1.01303829795561	1.01328309639535	0.976956624373812	NA	1.01413317958808	1.0123925876	0.978425864776019	1.01618471897888	0.992684733466153	0.993415268585605	0.993503438276615	0.981222867655163	0.981933350468956	1.02107286803919	0.995556976883096	1.02405741645031	0.997593879174756	0.984159020139998	0.984471232072646	0.984248138172794	0.999592143254826	0.984325175354968	0.985284612145903	0.986107617656898
MGA	0.886457543919865	0.791223572175648	0.923995822870471	0.937777511625	0.809977347852114	0.952728389077935	0.845032524582596	0.916573138443113	0.904242849012601	1.01509976505382	0.947692931969081	0.940165426254058	0.978505823091061	0.971883705830157	0.996386426149605	0.975188535526005	0.999483623208691	0.982986759026818	0.983648805275715	0.984580695698933	0.973351722133395	0.986482668829282	0.975678117186549	0.988266062550837	0.978000525902222	1.01167545128552	0.99007348225854	0.990236488968569	0.978353192593581	1.01413317958808	NA	0.992548966662676	1.01649191435703	0.992674246042605	0.993579463772131	1.01357076466524	0.994279645900393	1.01723899290749	1.02003150074914	0.995794249188172	0.984378830213229	0.997995690347787	0.985034396362712	0.985311779151337	0.985416373415913	0.998998663479254	0.999286091180861	1.02534990297676	0.999104689789596	1.0014666445792
APC	0.886728005140746	0.792284472352601	0.83285389991047	0.855795869622953	0.810757957826589	0.953676686614498	0.846876828892736	0.918127435134684	0.935986527251378	0.9122887237306	0.969194933405351	0.929459864102269	0.979039741412967	0.972954027674948	1.01599827407488	0.976191346513912	0.998962622204511	0.983862547069739	0.984519343289865	0.973755326279612	1.00837348641525	1.02622246697824	0.987910270919801	1.02988015634124	1.01217452446052	1.01084420373079	1.02987407299002	0.990933930437958	0.979799808452422	1.0123925876	0.992548966662676	NA	0.992782862815113	0.992787924797928	1.03033370421288	1.01215814751728	1.01164840721276	0.994943413761088	0.996177034988506	1.03752689498715	1.01687824170986	0.997457659275749	1.0191508209902	0.986770575539896	0.999271809486493	0.998962553314689	1.02276792690555	0.999694242221118	1.02109413807236	1.00107888824442
