	BAP1_loss	CDKN2A_loss	PTEN_loss	PIK3CA	TP53	CDKN1B_loss	ERBB2_gain	CCNE1_gain	IGF1R_gain	CDH1	MAP3K1	GATA3	MLL3	PTEN	NCOR1	MAP2K4	MACF1	ARID1A	CBFB	RUNX1	TBX3	NF1	RB1	NOTCH2	MLL2	AKAP9	ANK3	ERBB2	CTCF	ATM	MGA	APC	FOXA1	MTOR	MYH9	SETD2	ASPM	CHD4	KALRN	MLL	AHNAK	SVEP1	PIK3R1	BRCA1	FBXW7	MED23	MYH14	SF3B1	BRCA2	MLLT4
FOXA1	0.737731417688264	0.69331128244264	0.892567123223324	0.952050943578077	0.768617056335164	0.88389410897943	0.951108814896282	0.921442321937151	0.855730276771114	1.02249762841047	0.969361669555844	0.939692853242263	1.00376677347932	0.971875215626123	0.960975173045256	0.962155210163559	0.978051409974936	1.00795001720624	1.00807871765784	0.971436366804035	0.972738311023939	1.01075723315525	0.97479131001001	1.01390540117234	0.977112507381796	0.990706970510831	0.990877981758363	0.977780780279003	0.977755928795316	0.978425864776019	1.01649191435703	0.992782862815113	NA	0.979031631244863	1.04035332711901	0.99461139561856	0.995062106728069	1.04313486238229	1.04778332777899	0.996936818383501	0.983567648436462	0.983331456876743	0.999115270707446	0.985048120104339	1.00032553962922	0.985070631916881	1.00052004714382	1.00046508629935	1.00063692457824	0.986841773147276
MTOR	0.960610139813548	0.857537333642697	0.941124052000542	0.863456875941816	0.862846903294954	0.883979453709102	0.917426680123681	0.886303917459568	0.873021840058801	0.895084532940113	0.947095437914283	0.965666100963441	0.955815745204255	1.01743662672413	0.998757028839277	0.975068216703104	1.00165106352085	0.983880968803241	0.970914891706398	0.971354622836026	0.986247125917054	0.98707595014071	0.987254848661946	0.989101161420636	0.990717263753977	1.01493332772995	0.990309471709909	0.990708758343513	0.977838364420912	1.01618471897888	0.992674246042605	0.992787924797928	0.979031631244863	NA	0.980855083982206	0.9944628393804	0.994668713270055	0.981864285356717	0.982757986790971	1.02312573610792	0.996705148519832	1.05307746271015	0.998291451932663	0.985046514586996	0.985174371532336	0.985060976088279	0.984901775871295	0.985114230574188	0.985483667414758	0.986418719788345
MYH9	0.849881282389951	0.748975857022547	0.742937551434756	0.863403118613333	0.770664342763126	0.885920091665524	0.8479425315449	0.923261364859299	0.90856696132828	1.02280023330491	0.990912286985157	0.929149456838398	0.980882766999439	0.961855632705294	0.975685953754634	0.964487745580582	0.967558224857256	1.00834617643848	0.985125261474373	0.973672665699094	0.97473285010239	1.03015677502594	0.977128106375889	0.989797910469592	0.991278125603432	1.01307725126989	1.01309878159096	0.979920866738031	0.979587541251832	0.992684733466153	0.993579463772131	1.03033370421288	1.04035332711901	0.980855083982206	NA	1.01452847375934	1.0136507717246	0.99578252232834	0.997198727981904	1.02060215959898	0.997303844951547	0.985098220300786	1.02175581701743	0.986732304669102	1.00067881286763	0.986771578061757	1.02560581214112	1.00057969873558	1.00057395902365	1.00281466516214
SETD2	0.956941791618953	0.642445669740851	0.743628194079125	0.909568352355297	0.818672461872213	0.925284281644301	0.849681480228217	0.923512912788847	0.941542731549558	0.995789425403583	0.940061333679188	0.930999434412583	0.959703651729653	0.96353758810674	1.01891453618946	0.999537828826862	1.00113878317708	0.974075387223113	0.9747857227343	0.986938116142612	0.988092786945304	0.988781137770712	0.978633407035061	1.01232213048068	0.980668029006999	0.992143064394942	1.01261307001805	0.992665670393974	0.980959769782724	0.993415268585605	1.01357076466524	1.01215814751728	0.99461139561856	0.9944628393804	1.01452847375934	NA	0.995736389038644	0.984783004339012	1.01883936733616	0.997331965050092	0.997674735110969	1.02238374996384	1.0198614623346	0.987645962464472	1.00029728109633	0.987951759135091	0.987587540103951	0.987537336742182	1.00061332051276	1.00228344774629
ASPM	0.742997173409891	0.643386780924112	0.892294912006019	0.777798015855559	0.86537167789375	0.887085834839308	0.832397739605554	0.855693547373522	0.91028948925148	0.942647571371729	0.951887693419137	0.932051993860022	0.981811447322055	0.995711068945504	0.998688934941777	0.966960086690899	1.00131704106848	1.00710746185897	0.975475144177116	0.987399755230373	0.988156953410357	0.989078794330435	1.00856908154651	0.990595207225404	0.992717504184346	1.01208053819929	0.992423783379454	1.01217593612758	0.981883635468786	0.993503438276615	0.994279645900393	1.01164840721276	0.995062106728069	0.994668713270055	1.0136507717246	0.995736389038644	NA	0.996422079158378	0.997628366184364	1.01886695834481	0.997480906881268	0.998945872057575	0.999075769505717	0.988501806114526	0.988323151777846	0.988337205892305	1.00077916718702	1.02253927048102	1.00014759721645	0.989884212179118
CHD4	0.924400170592394	0.875412323862892	1.01057424674395	0.971349289146281	0.923128657185346	0.975128959779183	0.850031996310579	0.928903579341656	0.877616841529012	1.0017915449218	0.9506746788326	0.969939591929274	0.982526242349285	0.974956460464926	0.964165693394728	0.977776251143751	0.980535540969779	1.0097961689713	0.986527833256988	0.974228272033133	0.988417844867087	1.01195895666369	0.977667565567413	1.01527271817831	0.992798750691842	0.993061724115519	0.980546429657442	0.980613277069965	0.980572099692025	0.981222867655163	1.01723899290749	0.994943413761088	1.04313486238229	0.981864285356717	0.99578252232834	0.984783004339012	0.996422079158378	NA	0.998802127338153	1.02330428145545	0.998817696741039	0.985795319473302	0.986987459004668	0.987529257136598	1.00171772195751	0.987364315768133	1.00193095769159	1.00205558090688	1.00236773937151	0.989075948532445
KALRN	0.947914379518247	0.893648903302383	0.924170115995053	0.987497602179688	0.729120189190908	0.945448920588042	0.852653187392436	0.857123705716678	0.988594791881533	0.978379704179619	0.952015685685019	0.999957426061316	1.08145415328113	1.00074554738827	0.978433874753972	0.979374341518762	0.968814984505606	1.01293108850239	0.988140878493194	0.989203831286354	0.976398040536509	0.990665921888008	0.978410274999845	0.992615928122536	1.01934841462888	1.04101976312042	1.01817857425006	0.994574917564965	0.981107621087026	0.981933350468956	1.02003150074914	0.996177034988506	1.04778332777899	0.982757986790971	0.997198727981904	1.01883936733616	0.997628366184364	0.998802127338153	NA	1.00044192818995	0.986729332983824	1.00140629518694	0.987860627351521	1.00397924904273	0.988313394041022	0.988206460992325	1.00409810146596	1.00402807538255	1.03154463126474	1.00567426095165
MLL	0.949723994393172	0.770663463759985	0.979849729124575	0.886605623381557	0.835549971147317	0.900422704883205	1.00924469956703	0.936647942869872	0.91650547309125	0.916266551684778	0.952011924317263	0.930611177628229	1.0110974633633	0.97599877374807	0.9785419693083	0.979689488158398	0.982053507617185	0.987559616633506	0.974708690415232	0.975112894779338	0.989745209049339	1.01406689590497	0.990664010052336	0.992865249070056	0.994189211942815	1.0190938310797	1.0182210083335	0.994469559535437	0.981556791259382	1.02107286803919	0.995794249188172	1.03752689498715	0.996936818383501	1.02312573610792	1.02060215959898	0.997331965050092	1.01886695834481	1.02330428145545	1.00044192818995	NA	1.02429248943389	1.00212851464347	1.02694740474351	0.988181719667905	1.0318779666532	0.988471084099122	1.0039409957935	1.00391670316992	1.00362119139124	1.00557631351173
AHNAK	1.00802648415755	0.771960829362511	0.926055124542674	0.888461305248428	0.941714402644969	0.945174773369643	0.854192180711588	0.936340369855134	0.953426468740517	0.979176381963626	0.941551217764939	0.932477239110662	0.987012292799341	0.977566160390883	1.00357399410409	0.967459703541892	0.983094046791783	1.01233953368069	0.988491066813417	0.976341544956737	1.03683432234786	0.991246472524112	0.991692205577963	0.979948743710036	0.994609683250018	0.994973987167796	1.01699678646537	1.01776861562541	0.982573400009698	0.995556976883096	0.984378830213229	1.01687824170986	0.983567648436462	0.996705148519832	0.997303844951547	0.997674735110969	0.997480906881268	0.998817696741039	0.986729332983824	1.02429248943389	NA	1.00171775117071	1.02448289987326	0.98928141651614	1.00327606069239	1.00369560492845	1.0033914976639	0.989156460870462	0.989793600904614	1.0319215503554
SVEP1	0.841435102016012	0.914290506448583	0.943875883151574	1.05822415279913	0.9601872985427	0.910595114310504	0.855107482185009	0.985549325027213	0.882588365012998	0.900660949647542	0.940389401419937	0.931528590326593	0.962375296205313	1.00390818207263	1.03228370753221	0.981198426576252	1.00929382411693	0.974619557943294	0.975402497472162	0.975997429970115	0.991259703286654	0.992522852430986	0.991986583108809	0.994579915406895	1.0228102510227	0.996101832093082	1.02187003269709	0.995692835860639	0.981992967864297	1.02405741645031	0.997995690347787	0.997457659275749	0.983331456876743	1.05307746271015	0.985098220300786	1.02238374996384	0.998945872057575	0.985795319473302	1.00140629518694	1.00212851464347	1.00171775117071	NA	1.02956193418286	0.989238929868483	1.00586192359424	0.989552707099831	0.989325932646635	0.989057768157541	0.990000745201916	0.990942243471785
PIK3R1	0.908584217170009	0.719230653264926	0.764721196596656	0.848930621952112	0.903909489375272	0.956391630862475	0.856874684206415	0.944517740222947	0.883697101726719	0.91974893523044	0.942292905681812	0.933540943325091	0.989963520511273	0.978885640695748	0.980823670118043	0.968320963968318	0.984590691992462	0.976197275708008	0.97673550804884	0.97724939565141	0.992130957616521	0.992838632668915	0.992834800253	0.980974114309839	1.02180780977317	0.996428032938327	1.01966093305842	1.01936383834722	0.983330859456673	0.997593879174756	0.985034396362712	1.0191508209902	0.999115270707446	0.998291451932663	1.02175581701743	1.0198614623346	0.999075769505717	0.986987459004668	0.987860627351521	1.02694740474351	1.02448289987326	1.02956193418286	NA	0.99039233637861	1.00509869101423	0.99006840061248	0.989784272685606	0.990452191157695	0.99076603697038	1.00733132497257
BRCA1	1.14218033401466	1.00615605786614	1.03157960636541	0.860960215162273	1.09974082600629	1.02079304779033	0.835633547700967	0.908904224877967	0.927907951512374	0.902698947534215	0.94213166489719	0.949660847235504	0.950056937941111	0.980314299294424	0.967489657069153	0.968624925970751	0.986113813247292	0.976599913670906	0.977203509905115	0.97759648609465	0.978804544656082	0.980067173832591	0.994301907610137	0.981186842209886	0.982750053970674	0.983686001351862	0.983531048310638	0.983747855477137	0.999470156751029	0.984159020139998	0.985311779151337	0.986770575539896	0.985048120104339	0.985046514586996	0.986732304669102	0.987645962464472	0.988501806114526	0.987529257136598	1.00397924904273	0.988181719667905	0.98928141651614	0.989238929868483	0.99039233637861	NA	0.991186788789381	0.991080810217535	0.99109685425076	0.990845888688834	1.00717351638638	0.992527192306651
FBXW7	1.07516872035248	0.796919446965579	1.155132623109	0.91835815482339	0.982705600379828	1.02066300852312	0.859278614143864	0.953611361351246	0.968660418088901	0.921517584325459	0.942236631166541	0.949918993714219	0.964900952828538	0.980374897857335	0.967458287830498	0.983535021397776	1.03882418577489	0.976314709146181	0.977230326292327	0.977741482842997	0.978773823528828	0.995016731532675	0.980621478618556	0.996045103144865	0.983082587339913	0.983803438433121	1.04923617802675	0.983631317216545	0.983772930066638	0.984471232072646	0.985416373415913	0.999271809486493	1.00032553962922	0.985174371532336	1.00067881286763	1.00029728109633	0.988323151777846	1.00171772195751	0.988313394041022	1.0318779666532	1.00327606069239	1.00586192359424	1.00509869101423	0.991186788789381	NA	0.990971588070091	0.990828081198592	0.990870434682071	1.00734478088746	1.01011549421224
MED23	0.862983328633721	0.658101849295182	0.773505976317156	1.03264220703637	0.737960594743724	0.920528049630894	0.905031119890335	0.864017056052956	0.927949556844236	0.991979683190953	0.956449417813398	0.933620771106943	0.96494664900135	0.965787755033823	0.967452030223235	1.01157384189988	0.971429538225541	0.991612837729163	0.977054505715119	0.97783568439424	0.978760346303872	0.994366405505697	0.980630295233512	0.981115882575551	0.982936090388294	0.98376407931107	0.98360876559493	1.02323203633073	0.983739677814684	0.984248138172794	0.998998663479254	0.998962553314689	0.985070631916881	0.985060976088279	0.986771578061757	0.987951759135091	0.988337205892305	0.987364315768133	0.988206460992325	0.988471084099122	1.00369560492845	0.989552707099831	0.99006840061248	0.991080810217535	0.990971588070091	NA	0.991062510464599	0.990912998658929	0.991045699268782	1.00976470103331
MYH14	1.00372285222491	0.937982654857798	0.901167425418318	0.861007657816927	1.09784236840914	0.971698610635101	0.950446770842607	0.864283504500637	0.88595068693564	0.921365989120596	0.982459088907375	0.949586893817683	1.02105972548026	0.965652874626008	0.982089794987461	0.968510234824476	0.971480970986427	0.991347513848058	0.991475009055447	0.992540661260674	0.994279564325702	1.02113482230941	0.980761696622198	0.996418006462209	1.02567021180662	0.997870190772187	0.99750628787299	0.998322640086487	0.983751753023913	0.999592143254826	0.999286091180861	1.02276792690555	1.00052004714382	0.984901775871295	1.02560581214112	0.987587540103951	1.00077916718702	1.00193095769159	1.00409810146596	1.0039409957935	1.0033914976639	0.989325932646635	0.989784272685606	0.99109685425076	0.990828081198592	0.991062510464599	NA	1.00700271963584	1.03804101326479	1.00941171672136
SF3B1	0.788862824947892	0.799619080109007	1.15585278236133	0.85954902453431	0.738547612532198	0.971304366129938	0.904902267163326	0.840638551283838	1.00951805315582	0.921792441508743	0.956171168638144	0.980831024248961	0.965157988133918	1.00790639128173	0.982431005983378	0.968230812869763	0.971528999624575	0.991402385904368	0.977157928429246	0.992691452121219	0.978810704111374	0.994504490504419	0.980660136871149	0.996324527420502	0.982903628284042	0.997771354213872	0.983628660378754	0.983520575621153	0.983998838117134	0.984325175354968	1.02534990297676	0.999694242221118	1.00046508629935	0.985114230574188	1.00057969873558	0.987537336742182	1.02253927048102	1.00205558090688	1.00402807538255	1.00391670316992	0.989156460870462	0.989057768157541	0.990452191157695	0.990845888688834	0.990870434682071	0.990912998658929	1.00700271963584	NA	1.00750964471727	0.992425788203508
BRCA2	1.00544755433608	0.871713987546493	1.03130801344099	1.0296272144167	0.861158894048131	0.87116725404319	0.859842813380391	0.84184529910882	0.928174416477055	0.922488337894981	0.956813626181848	0.934436392839591	0.965457620924098	0.966589765449173	0.982823668573535	0.983847475995555	1.01327656168124	0.991629667455901	0.97768604159388	0.978505291239543	0.993831534372818	0.994878181926611	0.981452069757176	1.02415318186737	0.983405102820571	0.998139021247878	0.984043847395864	0.984366157051892	1.02576818930396	0.985284612145903	0.999104689789596	1.02109413807236	1.00063692457824	0.985483667414758	1.00057395902365	1.00061332051276	1.00014759721645	1.00236773937151	1.03154463126474	1.00362119139124	0.989793600904614	0.990000745201916	0.99076603697038	1.00717351638638	1.00734478088746	0.991045699268782	1.03804101326479	1.00750964471727	NA	0.992911791213857
MLLT4	0.886491087112335	1.19568236649868	0.854213041184707	0.875652245417729	0.876650339618951	0.988612526626056	0.960508862510337	0.868618380755702	0.934622889946577	0.962979860637083	0.94409031168808	0.935924150750639	0.998640060987573	0.967693678398818	0.985085338584234	0.986447338726805	0.973288823833601	0.978228514924517	0.994496805325411	0.995170904700822	0.996239502914368	0.996514761183326	0.982530127353635	0.982878906259814	0.984704187613206	0.985582115814899	1.0000142303099	1.07454510378971	0.985470238652607	0.986107617656898	1.0014666445792	1.00107888824442	0.986841773147276	0.986418719788345	1.00281466516214	1.00228344774629	0.989884212179118	0.989075948532445	1.00567426095165	1.00557631351173	1.0319215503554	0.990942243471785	1.00733132497257	0.992527192306651	1.01011549421224	1.00976470103331	1.00941171672136	0.992425788203508	0.992911791213857	NA
