	CDKN2A_loss	TP53	EGFR_gain	KRAS	MDM2_gain	CDK4_gain	STK11	KEAP1	NF1	EGFR	MGA	SETD2	FAT1	BRAF	SVEP1	KDR	LPHN2	SMARCA4	ARID1A	MLL3	BAZ2B	RB1	MLL	CREBBP	MMP2	U2AF1	DNMT3A	NTRK2	SMAD4	CDKN2A	CTNNB1	MAP3K4	ACTG2	CIC	EIF2C3	FN1	NUP98	PRRX1	PTGS1	TCF4	TAOK2	COL1A1	CUL3	IRS2	MAP4K3	MET	NUP107	PCSK6	SYNCRIP	TFDP1
MAP3K4	0.955626695233483	1.04235912373838	0.806275135118468	1.1515448749387	0.845542468454246	0.961260248227169	0.997838182441691	1.20804635820418	0.907871782474327	0.971783912515747	0.93294907039794	1.00022001568808	1.00946017831282	0.962338209923215	1.1158626753527	1.11574778469234	1.02414318013924	1.02755858010603	0.973706132004337	0.973275319015989	0.987534520122503	0.990949394911565	1.04169712097904	1	1	1	1.08403623744837	1	1	1	1	NA	1	1	1.11218925188733	1	1	1	1	1.10804975550467	1	1	1	1	1	1	1.13100551367095	1	1	1
ACTG2	1.23205423903983	0.975649821238767	0.848832832907265	0.82711506544116	0.863031190479941	0.997781813710188	1.03403010629949	1.04072320136894	0.975490180801405	0.935034911593185	1.09643056626859	0.961771299192341	1.02310149632085	0.972680925705284	1.03207457200849	0.973363229727941	0.976563732791973	0.981123143381265	1.03927232033062	1.1457243331332	1.0494618071612	1	1.05570523374744	1.06832396750599	1	1.09401277319987	1	1	1	1	1	1	NA	1	1	1	1	1.12169843608172	1	1.12689995271229	1.11407752948234	1	1	1	1	1	1	1	1	1
CIC	1.04941846111673	1.12856801606908	1.00239974153088	0.826281418048015	1.11852505186438	1.12059021841212	0.851051026281644	0.919395484501392	0.918022842256635	0.93518539375718	0.996038031953015	0.963198906878032	0.964105946388689	0.972531357293239	0.973697323272124	0.974440012404049	0.976857525098652	1.16087940449476	1.0371754916915	0.983742728986606	0.996101024624431	1	0.999410708781346	1	1.06880249230265	1	1	1	1	1.10956321791459	1.23587584179124	1	1	NA	1	1.11955714029765	1.11869162700882	1	1	1.12298474782165	1	1	1	1	1	1	1	1	1	1
EIF2C3	1.24551930466098	1.13356824490013	1.15246913374817	1.21547578529637	1.11705205528231	1.24078292880219	0.851321424021793	1.15732317852823	0.976979823622549	0.934902386517245	0.995300162013049	1.01293701519229	1.02443831144342	0.97216884190726	0.972931861596475	1.02827897293546	0.977019778802903	1.04506631239632	0.981476813641945	0.981670108355182	0.99603687307001	1.0620174887243	1.05637810889079	1	1	1	1	1	1	1	1	1.11218925188733	1	1	NA	1	1	1.12462134981219	1.12337459299057	1	1	1	1	1	1	1	1.14323861492468	1	1	1
FN1	0.868805014424467	1.28360615911996	1.15144634382579	0.961344750606518	0.866100386013457	0.800793705692947	0.851082922370783	1.15121502628624	0.919066149813082	1.07756368074754	0.942645839632128	0.961821708101542	1.02389695089614	0.972856362412965	0.973142571345012	1.03198033293891	1.15448629708422	1.04153044917296	1.14002409630172	0.981873576051234	1.04944192014749	1.06251583148851	1.05581680637906	1.06798850709893	1	1	1	1.0991622509356	1	1.10570865097863	1.1106778949345	1	1	1.11955714029765	1	NA	1	1	1.12182616387642	1	1	1	1	1	1.29078983970549	1.13321930368791	1	1.13747835159469	1.27180879291342	1
NUP98	0.872040979227813	0.97968738919015	0.849786048540964	1.21990604815032	0.993016750958145	0.994691173084801	1.03172007617251	1.03971847566436	0.974729562527892	0.9352977736697	0.996545901249415	0.962968978398571	0.965256642133948	0.97248166544908	0.973049679156549	1.03025045738439	1.03964229005386	0.98124447163668	0.982802546263989	0.981820360033638	0.995602328045926	0.99907818553173	1	1.0660690671503	1	1	1	1	1	1	1.11126818081865	1	1	1.11869162700882	1	1	NA	1.12214635718506	1	1	1.10762250771231	1.14136140693558	1	1	1	1.13910999386618	1	1	1	1.28298044884791
PRRX1	0.688454598865181	0.972992445666075	1.00025536098955	0.960602046727936	0.864597094771167	0.99894312648311	0.912919966355081	0.920072660378299	1.08352781165465	0.9350434860161	0.942723044123346	0.962746931536754	1.0233606180447	1.03096273480126	0.972564530738494	1.03113956894925	1.03624451523712	0.980901876786911	1.04068585510244	1.0375918847057	0.995623371874495	1	1.05397215083049	1	1.06798850709893	1	1	1	1	1	1.1079464649493	1	1.12169843608172	1	1.12462134981219	1	1.12214635718506	NA	1	1	1.11438177702113	1.28489741479611	1.29156104697481	1	1	1	1	1	1	1.14169982229065
PTGS1	1.2329525085039	0.979702094618274	1.14961011683501	0.954731912925264	0.864852495716071	0.801082539428747	0.911373105961717	1.04199837496653	0.975534731514957	0.985864811450914	0.995790893958393	0.961967911588136	1.13364458808567	0.972647624212652	1.03324084374374	1.03277022449072	1.03564515778256	0.981133236823509	0.983004823212183	0.983087972256193	1.05008200310839	1	1.05307298695884	1.07205485401091	1	1	1	1	1	1	1.1102513752162	1	1	1	1.12337459299057	1.12182616387642	1	1	NA	1	1	1	1	1	1	1.14077223421121	1	1	1	1
TCF4	1.22521860413462	1.42520907263207	0.84459665419762	0.959151693056781	0.993299695474506	1.11952834287438	0.911279432441574	0.920339698358519	0.975205915393314	0.934830012070343	1.09724478668239	0.962555671609515	1.02380963830624	0.973380309258172	1.03162726569593	1.03149612578673	0.976030445562686	0.981315455552245	1.14413008314651	1.13986568222584	0.997359064922014	1	0.998910450242397	1.0698863051376	1.06974256611216	1	1.0965328446638	1	1	1	1.10436741334001	1.10804975550467	1.12689995271229	1.12298474782165	1	1	1	1	1	NA	1.10778976252682	1.13627419512399	1	1	1	1	1	1	1	1
TAOK2	0.686868812005367	0.978249508284069	0.697885395219966	0.957113258450165	0.867100927696582	0.996106171278861	0.853000348075841	0.85881736576655	1.07696862813101	0.93626200276125	0.99802889457113	1.01300478030811	1.02315302965552	0.97318372360302	1.02942035866905	1.13001990212037	1.03535773573199	0.982731897329262	1.13341981000019	1.03581967869947	0.995818084555358	0.999510589746931	1	1.06173903847981	1	1	1	1	1.09194742581645	1	1.1015037593985	1	1.11407752948234	1	1	1	1.10762250771231	1.11438177702113	1	1.10778976252682	NA	1.11832061068702	1	1	1	1	1	1	1	1.12214609887148
COL1A1	0.761436678848607	1.24481859696376	1.08978496496764	0.853875394259092	1.18779905103138	1.19259452943535	0.864851909027691	1.0886656692986	1.34332828001537	0.945102807190347	1.01641495708872	1.03066258022233	1.04242177893619	1.0535465305057	0.985186740617703	1.16757058320307	1.06155997279117	1.06610838013814	1.06009840373007	1.0599295954813	1.06257685793174	1.08255477440342	1	1	1.08741990061682	1	1	1	1	1	1.12826965819109	1	1	1	1	1	1.14136140693558	1.28489741479611	1	1.13627419512399	1.11832061068702	NA	1.14749716114589	1	1	1	1	1	1	1.15595990780487
CUL3	0.761323632428654	1.24075586713475	0.907135033759576	0.85311029847293	0.890621163110744	0.893507530238559	0.864564803831138	1.08406127856037	1.23198670263977	0.94624488888854	1.01584980143159	0.973465189377722	0.977427130012598	1.17706122707548	0.98622737906679	0.987270504351042	1.06081228032962	0.993707143721353	0.994134485855411	0.995141938580885	1.06434120135207	1	1	1	1.08361787627074	1	1	1	1	1	1	1	1	1	1	1	1	1.29156104697481	1	1	1	1.14749716114589	NA	1	1	1	1	1	1	1
IRS2	0.978309490632043	1.06612898179041	0.90858829581438	1.00971461543555	0.890205294711455	0.894049431884737	0.864661866973646	0.945661272708122	0.931329983329117	1.00234819614069	1.1317611269848	0.97327723850226	0.97629129390784	1.17748250239541	0.98559927142559	0.987202514593624	0.990064625030791	0.993462934191855	0.993014156559601	0.993061567115238	1	1	1.0682959393957	1	1	1	1	1	1.11367454124051	1.1222105461135	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1.15553909840112	1
MAP4K3	0.762570368965819	1.41839585514489	0.905538724743224	1.15797207590397	1.0427750902852	0.894524627515003	0.86472996996518	0.944026202366807	0.996551398723252	1.003795846386	0.955495684278801	0.973956490234737	1.04402494097151	0.984633038966223	1.05159070719846	1.04686599086335	1.19207438185117	0.993032748035843	0.992380758494706	0.993768926971545	1	1.08715630326836	1.07058109947334	1	1	1	1	1	1	1	1	1	1	1	1	1.29078983970549	1	1	1	1	1	1	1	1	NA	1	1	1.15512014585079	1.30835966822275	1
MET	1.19255761454623	0.603730540781919	1.08087395564104	1.00433433511346	0.892192586873621	1.04026093377318	0.936980199971095	1.09065899485034	0.996305945714237	0.945653719693537	1.01453377975828	0.973741507305685	1.28078700892151	0.985587745789892	1.05237489397795	1.04794917238585	1.05747210804463	0.993843517088187	0.996271547760249	1.05646129177161	1	1	1.07046473991857	1	1	1	1	1	1	1	1	1	1	1	1	1.13321930368791	1.13910999386618	1	1.14077223421121	1	1	1	1	1	1	NA	1	1	1	1.30064082396384
NUP107	1.41287925304135	1.24958966805888	1.08620162070303	1.00865480354362	0.890551691379149	0.894445218955181	0.936836523620022	0.943679190299515	1.11923598738088	1.00355571541026	0.955729483391402	1.02921105011046	1.04440205478114	0.984903127567069	0.985772615454845	0.986719238602797	0.988743961480392	1.06372995307795	0.995830665294875	1.05646129177161	1	1	1	1	1	1	1	1	1	1.13086307625103	1	1.13100551367095	1	1	1.14323861492468	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1
PCSK6	0.763524370249474	0.887080319876447	0.727328433428897	1.16514752692343	1.04204517576451	0.894666005843259	0.936312237015186	0.870293374089625	0.931519819871437	1.00167154329344	0.953913657357759	0.973331930317335	0.976675907085991	0.98438731198779	0.986451085884905	0.986067314823691	0.98976557619243	0.995577365806373	0.994615783619375	0.99460335583937	1	1	1	1	1	1.09934091268468	1	1	1	1.12889330064903	1	1	1	1	1	1.13747835159469	1	1	1	1	1	1	1	1	1.15512014585079	1	1	NA	1.15830810924208	1
SYNCRIP	0.760351029284457	1.23828672507464	1.08586284540301	1.00965113731474	1.03883818051283	0.893988052436281	0.936760017378638	0.943475853905949	0.932643143963335	1.00266162402878	1.01549417228743	0.974799757229683	0.977562646833018	1.17811704834606	1.05274845866332	0.986752730377601	1.19278408639827	0.992515208349193	0.994281840836601	0.993527440592889	1	1.08658289899154	1	1	1	1	1	1	1	1	1	1	1	1	1	1.27180879291342	1	1	1	1	1	1	1	1.15553909840112	1.30835966822275	1	1	1.15830810924208	NA	1
TFDP1	1.18806380008472	0.700350346411573	0.906723997259365	1.01122996495117	0.81296382574023	0.895502006581769	1.20964250456092	0.94421060141257	1.12065216172893	0.945487877069173	1.01685980099732	0.975786772359155	1.16887445379967	1.05070883315158	1.0521342926868	1.16297071622364	1.06081228032962	0.992912662570369	0.993251897319729	1.05627913629502	1	1	1	1	1	1	1.11513145542425	1	1	1	1.12820064546673	1	1	1	1	1	1.28298044884791	1.14169982229065	1	1	1.12214609887148	1.15595990780487	1	1	1	1.30064082396384	1	1	1	NA
