	CDKN2A_loss	TP53	EGFR_gain	MLL2	CCNE1_gain	ARID1A	ERBB2_gain	MDM2_gain	MLL3	RB1	EP300	CDKN1A	FGFR3_gain	FGFR3	ELF3	FAT1	ERBB3	ERCC2	MGA	AHNAK	TSC1	ANK3	ARHGAP35	FBXW7	NFE2L2	CDKN2A	TRIO	CAD	AFF4	HRAS	NCOR2	HSP90AA1	TXNIP	APC	CDK12	CEP290	CLASP2	CNOT1	DDX5	DICER1	IREB2	LIMA1	NUP98	PTEN	SETD2	CDKN1B	CHD9	KEAP1	MECOM	ZFP36L2
CEP290	1.0239353299415	1.06466810196967	1.15884115884116	0.835004410077061	0.865709160538567	0.829983546122925	0.92992901134401	1.09767180829895	0.909103780263344	0.995705214074627	0.994307660654276	0.929036787151656	0.930979932099753	0.932640478307395	0.94330194504735	1.02775630665449	1.05197585112717	0.962295756311252	0.971844390986008	0.980370389059898	0.980906327956459	0.97998397353929	0.984879781872263	0.993180625983564	1	1	1	1.2460497558221	1	1.12862870105597	1	1	1	1.15061848168809	1	NA	1.14386309631534	1	1	1	1	1.14506007237522	1	1	1	1	1	1	1	1
CLASP2	1.26081413008831	1.25643739258658	1.16258167830051	0.836518519067854	0.864527704231744	0.91060607778874	0.928824243553747	1.09901490207674	0.985009360218357	0.918775524807941	1.12497776466556	1.00706115167234	0.929494424571502	0.931385662939428	1.01265763879194	1.0263863013902	1.05291847328905	0.961627301283299	1.03359159529123	1.03927080603015	0.980875207450615	1.06307229079609	1.06115961043548	0.992592386696872	1	1.0875067891998	1	1.09581036968131	1	1.13216991734715	1	1	1	1.32679318108717	1	1.14386309631534	NA	1.14426058883507	1	1.14956733728382	1.14866450012499	1.32224235095048	1	1	1.14386309631534	1	1	1	1	1
CNOT1	1.48219136968367	0.875292343970466	0.977253039617498	1.12070407526439	1.04225598962441	0.830568111258738	0.928597865972949	0.838713989425162	0.982743667755833	0.917790593827104	0.922031581264409	0.929272333375812	1.0170060056642	0.933408292293024	0.943238683767457	0.954124360641768	1.05172949533852	1.21636427271301	0.971607392256717	0.979798347137493	1.21904177068827	0.98197632320483	1.19703876637306	1.07469047321283	0.999785434450224	1.23132637954446	1	1	1.12698457625645	1	1.12687591055036	1	1	1	1.14620305504596	1	1.14426058883507	NA	1.14845721778096	1.14386309631534	1	1.14432698287071	1	1	1.15082993243522	1	1.1275848798025	1	1	1.12846792427918
DDX5	1.02937597775074	1.06610417446331	1.51612997679767	1.11969371419536	0.769229444898525	1.05999249349326	0.838604725725534	0.839697459831358	0.981625221487934	1.25592602494962	0.921519231239315	1.00696681399356	1.01268623738918	0.932202829974442	0.942103617906912	0.954401652417183	1.05294341845397	1.20839689998169	0.971372002343576	0.982222395366655	0.98054968603236	1.06565309964983	1.06133762088743	0.99329919433457	1	0.99994589712338	1	1	1	1.12542027427159	1.12709335890169	1	1	1	1	1	1	1.14845721778096	NA	1	1	1.14573093092239	1	1.14392924149022	1	1	1	1	1	1.12941904082614
DICER1	1.02413082883204	1.06319670725433	0.972025034653673	0.981485244643139	1.04057019316425	0.909315315830232	0.839098590119844	0.929182917777119	0.908365919258449	0.91848623105752	0.921163517738208	0.929263896952422	0.930117936982926	0.931599605205775	0.943278208871829	0.953503390377785	0.962017075300001	0.965697826656193	0.970646599706655	0.982079984545415	0.980673427021315	0.978920429673031	1.05841622177354	0.991896468978756	1	1.08211341426504	1	1	1	1	1.12671313083999	1	1	1	1	1	1.14956733728382	1.14386309631534	1	NA	1.14386309631534	1.14144446406498	1	1	1.13813731408814	1	1	1	1	1
IREB2	1.02523252450762	0.677345537757437	1.17146262557466	0.982188879225676	1.0427749040083	0.830072155050427	0.930742680658347	1.09423467389158	0.908849523467464	0.919127086007702	0.993913697599672	1.15624486185841	0.930117936982926	0.932723054320151	0.943595999721059	0.954133570530707	0.961030408636634	0.962423001870675	1.14951776464888	1.04096832533984	0.980165098753146	1.06443310865516	0.983143061228045	0.993197545407993	1	1.08684380076883	1.10590615649729	1	1	1	1.12851826124509	1	1	1.32297303768977	1	1	1.14866450012499	1	1	1.14386309631534	NA	1	1	1.14118629908104	1	1	1	1	1	1
LIMA1	0.785391192147841	1.25305629405135	0.973420537934247	1.12148464693697	0.861311908001736	1.0588911210759	0.839233698949528	0.930426008153737	1.11535288123117	1.25622789735453	1.12656459726966	1.0084425212576	1.01747308331102	0.932202829974442	0.942472767929503	1.02462296091105	0.961664873469027	1.05364481185613	0.972666502735733	0.981002035206642	0.980875207450615	0.982353920426169	1.06047689794053	0.991487299589123	1	1.0875067891998	1	1.09542235438835	1	1.12542027427159	1	1	1	1.1499165921234	1	1.14506007237522	1.32224235095048	1.14432698287071	1.14573093092239	1.14144446406498	1	NA	1	1.14797510027459	1.13965059708094	1	1	1	1	1.13019891500904
NUP98	1.01030193484048	1.26028139179414	0.782472343528268	1.11839915168577	1.0423756028871	0.91087262351295	0.840191309709353	0.930158967326051	0.980536559705418	0.994327620436773	0.995382786364013	0.92928077158677	1.01137079549471	0.932723054320151	0.943964989413892	1.02738950283987	0.963142270706656	0.961677404546235	0.971342690908782	0.978812696722467	0.979753288702557	0.982222844344905	1.05429720384575	0.990520368104657	1.09080486127035	1	1	1	1.12451447343458	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1.12870480754476	1	1	1	1
PTEN	1.02486491203828	0.876171179692183	1.16541353383459	1.11866898599216	0.864270666402578	1.05716411070014	0.931490266328148	0.930086282676043	0.981859854096207	1.13673409475347	1.2384955510672	1.14847909329789	0.930730508354406	0.930969910983235	0.944159023530219	0.953160869932525	1.05082407298474	1.0515574650913	0.971391557121691	1.04082494463284	1.06878306878307	1.20691115240761	0.983116295039385	0.990696066986141	1	1.08821029635465	1	1	1.12622636151053	1	1	1.10994020484282	1	1.14770056905472	1	1	1	1	1.14392924149022	1	1.14118629908104	1.14797510027459	1	NA	1.14586561069762	1	1	1	1	1
SETD2	1.26364765483276	1.25944615603042	0.779408746753741	0.835787773091779	1.37034031106279	0.910882160384276	1.09920427985639	1.09835377637125	0.907136261706899	0.993016774796723	1.12244897959184	0.927717090815947	0.93059144161682	0.932266366069053	0.943548150107261	0.954457358908083	1.05101903148643	1.20876317665154	0.970742439057284	0.980670065969522	0.980642461023334	0.980806472436201	1.05975043992961	0.992292817526499	1	1.08363829928804	1	1.09741985818541	1.12361681570399	1	1	1.11003348707904	1	1	1	1	1.14386309631534	1.15082993243522	1	1.13813731408814	1	1.13965059708094	1	1.14586561069762	NA	1	1	1	1	1
CDKN1B	0.422491515532799	1.25373441198895	0.782873093410428	0.840466075740132	0.774230330672748	1.05500566516733	0.844488856885459	0.931500478353064	0.982032213579648	1.12373199461134	1.11548405610009	1.14591328948777	0.933436310651783	0.938561495497549	0.946607341490545	0.956982955967179	0.965961080817633	1.04875049267397	0.974046813857553	0.982657829371089	0.983252783826367	0.983927063648426	1.05723700113227	1.07168331506384	1	1	1	1.0877135433302	1.26393570132227	1.11283008802347	1	1	1.22394003927317	1.12752630405968	1	1	1	1	1	1	1	1	1.12870480754476	1	1	NA	1	1	1	1
CHD9	1.24465443079208	0.680816106994267	0.683951746409872	0.981047230366628	0.869591472334193	0.911851198696904	1.09338958255367	0.933822203198652	0.912449527989983	0.921505484552682	0.925633193156446	0.931984193509759	1.01783705608228	1.01366346616293	1.22974400486362	1.0262500328783	1.1941626930361	1.04753354601856	1.03216374269006	1.0346273847885	1.21341086183404	0.98569798236414	0.986029983681313	0.992172211350294	1	1.07524814437053	1	1	1	1	1	1	1.10050767945505	1	1.13407105105353	1	1	1.1275848798025	1	1	1	1	1	1	1	1	NA	1	1	1
KEAP1	1.0218407832257	1.25750380072791	0.969323807950743	0.763879928722241	0.866386930499052	0.835336352495935	0.844549085056923	0.932364984010281	0.912280701754386	0.920569493180016	0.994569837917889	0.932584947794073	0.931796704876946	0.936481490296885	0.945936860651795	1.02686080080331	0.96487395208497	1.04783034201853	0.973982779322345	0.98226005110576	1.0640037127404	1.05851423811755	0.983899940452512	1.07200099012965	1	1.07723037575695	1.1002798712066	1	1	1.11418831949533	1.11149199448184	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1
MECOM	1.25545027721814	0.879240220219064	0.784736683145496	0.980893385187752	0.867222137091562	0.913537854827671	1.09520388000719	0.844724229895257	0.98600710010106	0.921829927743588	0.99438306299632	0.932322913377539	1.01562648578402	1.0174482265723	1.01314698089574	1.02410043789577	0.964465843300472	0.964970549424312	0.974258115271025	0.982356779749772	0.984033718500527	1.05822057611947	0.98435334492621	1.07165450019225	1	1	1	1	1	1	1.11101889924177	1	1	1	1.13400835853352	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1
ZFP36L2	1.0251735686887	0.87790542345712	1.15586964988115	0.839426111304829	1.04006276101609	0.913963351378889	0.930060505080858	0.931546977345893	0.98468418216369	1.12646327105121	0.925034285171154	0.931640741402944	1.01548595496722	0.934917869586859	0.946473644145889	0.956982955967179	0.963427499706951	1.04477875325363	0.972913389141152	0.982533487103295	1.06570774762994	0.983036102653328	0.984291750188156	0.992748101631677	1	1	1	1	1	1	1	1.09551829885272	1	1	1	1	1	1.12846792427918	1.12941904082614	1	1	1.13019891500904	1	1	1	1	1	1	1	NA
