	APC	AURKA_gain	TP53	KRAS	PTEN_loss	PIK3CA	CCND2_gain	CCND3_gain	ERBB2_gain	ARID1A	ATM	BRAF	SMAD4	SOX9	MLL2	BMPR2	ASPM	TCF7L2	FN1	PTEN	CREBBP	FBXW7	CDK12	GNAS	AKAP9	CTNNB1	TRIO	NRAS	CEP290	CHD4	MGA	NF1	PTPRU	AXIN2	ITSN1	CLSPN	MAP3K4	MECOM	RTN4	TBX3	TGFBR2	GATA3	SRGAP3	CTCF	LPHN2	SF3B1	CAD	CASP8	CUL1	PIK3R1
PTPRU	0.583981161610989	0.590987656725818	0.808251559665163	0.900986193293886	0.738817689930663	0.987335024234093	0.880045872424863	0.888600973271509	0.864849859339951	0.974535779707336	0.921302518712779	1.04042933810376	0.979127878490936	0.891962882206785	1.05116955086845	0.914948639690197	0.997691508906462	1.00330971139	0.969090755626611	0.937714974805979	0.978668974036398	0.945106820197554	0.982242153187146	0.982176727382207	1.04169686357483	0.983967508783467	0.984924097864531	0.987930710213823	0.992506025596556	0.96236713419812	0.962619312748735	0.964913942839097	NA	0.968798099088556	0.969218071554168	0.973224828466571	1.08080758939431	0.974162991997387	1.01381168115587	0.973924338366618	0.9740234375	0.975811903561357	0.975434899155159	0.98200701082105	1.02324274614588	0.983770374817349	0.993141971638107	0.993947051579617	1.03849745026216	0.992856343074684
AXIN2	0.730279650892007	0.7474898228694	0.682418554036591	0.801065184670603	0.6929774737635	0.916017652603018	0.882303342590424	0.854562063500865	0.905612607375832	0.974966788292966	1.02764301750477	1.08904567154938	0.887047310176097	0.927514428579229	1.04761060935873	1.08250468814918	0.955728026935823	0.912345810727688	1.02265372168285	0.970643652154152	0.979750522813958	0.948030578210957	1.09259436215958	0.950318641434311	1.08457581199963	0.953665072004503	1.03515171292687	0.989395677761825	0.967902413364012	1.05003423157966	1.051500324958	0.967020319572761	0.968798099088556	NA	0.971198245312513	0.976136609808705	0.976769843702115	1.01195752496201	1.0728575064087	0.975898247026121	1.0740866109403	1.06580211783365	1.0107802157905	1.02211432954241	1.02139659282516	0.984033001698617	1.03480361070258	1.03567921440262	0.993725892620047	0.993694313638183
ITSN1	0.442631159667691	0.592544101982503	0.552224305572038	0.801118672864547	0.743657666836475	0.840953917876995	0.882996915188821	0.854206678122578	0.869018689702499	1.08644386752929	0.978584930536362	1.08870567156668	0.920649432534678	0.927672281228767	0.99384041857741	1.08540189890284	0.998831247448725	0.944658859922769	1.06815614534913	0.971218394019147	0.948308845992558	0.947839895380879	0.983215361762778	0.984961940714153	0.953979653642196	0.98563183736756	0.985715408187318	0.956486876570268	0.993322672804277	0.997775718257646	1.04920714933821	1.04469783133455	0.969218071554168	0.971198245312513	NA	1.01206541293941	1.07347661866577	1.01168517624336	1.01220701206104	1.01213197495093	0.97582551025174	1.01052589289301	1.01130282946246	0.984348599377501	0.983928885759549	1.02138629402339	0.993156468026485	1.03362808323915	1.03437982363126	0.992797415180087
CLSPN	1.2587548628919	0.639416087546929	0.571662018766305	1.16473651115842	0.700031389525269	0.852495871438682	0.892526260301624	0.859227107965299	0.873764928075432	0.921435336209618	0.992962225630872	0.925560144967802	0.891236776805537	0.935530953428045	1.00983970886463	1.01197502551722	1.08940607526069	0.952941035804174	0.977835793382104	0.978767991576531	0.988587974791347	0.986728620985965	0.955082715980616	0.955649178365591	0.957466710685595	0.993331100442857	0.961075227918924	0.960710522354358	0.99953250607234	0.969955321174833	1.06674279764554	1.0054838147004	0.973224828466571	0.976136609808705	1.01206541293941	NA	1.02061084737218	1.02329902211208	1.02168784190105	0.981155073592981	1.02299607299607	0.983031958951411	0.982682090374398	0.989377289377289	0.988855556790078	0.989481589026008	1.04680455496165	1.04569460390356	1	0.998467707431619
MAP3K4	0.629928195103089	0.813181950159693	0.718252258587099	0.830030266852138	0.863885721275293	0.935284000669302	0.972010756353445	0.901130905001538	0.873655147024987	1.05794709333411	0.993219895478234	1.06201732109136	0.995441375313888	0.900117076434186	1.07075682539153	0.95515670477683	1.01075116329315	0.952681410554146	1.08694968553459	0.944909546676331	0.98715278890206	0.953004379766748	0.955333118373031	1.11521765490481	0.993514754144246	0.993095648627102	1.04804832777409	0.999366662346145	0.999262056033197	0.969451367067577	0.969210346930722	1.00491857204186	1.08080758939431	0.976769843702115	1.07347661866577	1.02061084737218	NA	0.980756013745704	1.02099130287934	1.02273981572424	0.981327560709004	0.982878123872691	0.982461199219744	0.989355001102527	1.03179271185103	1.03167176832657	0.997791682002208	0.999603095852352	0.999714419762152	0.998749218261413
MECOM	0.628390717562692	0.373571501822623	0.49412653741922	0.714253070551271	0.699776649367484	0.806384152125477	0.850086711642612	0.900951570889373	0.873549455928311	0.9912932995644	0.993688812018113	1.12310356179806	0.92928225451343	0.93585579629651	1.01017981167892	1.10914860015187	1.05225808674085	0.916680970233525	0.978521050778544	0.978543417048697	0.986892317902771	0.952479179210936	0.9920600429075	0.955367215783122	0.992826975005193	0.992955192955193	0.993823911925718	0.961271102284012	0.971490750816104	1.006049085456	1.00596752961825	0.971564530144412	0.974162991997387	1.01195752496201	1.01168517624336	1.02329902211208	0.980756013745704	NA	0.9809604759881	0.980901856763926	1.0900686964634	0.982184609770817	0.983264983715117	0.989518954150122	1.03383338653048	0.989288266281137	0.999724564275987	0.999381899796838	1.04470018170806	1
RTN4	0.951295623001445	0.810603072141534	0.862096265400469	0.714298777003086	0.757702323717949	1.01666574736989	0.969409232215653	0.859875770529747	0.91518796560782	1.05907727425703	1.04973498684047	1.0605214694194	0.929133432472624	0.93595839124091	1.01026337830512	1.11004801619586	1.01042170572206	1.01725525895383	1.08831858002242	0.978727445394112	1.04825340476206	0.952285545054209	1.06001139182707	0.955511106728832	0.99326618103238	0.993060477613323	0.993382573710443	1.06412922634229	0.99863234552742	1.00535844197112	1.06741864581838	1.00546344810906	1.01381168115587	1.0728575064087	1.01220701206104	1.02168784190105	1.02099130287934	0.9809604759881	NA	0.981676750216076	1.02134337061973	1.01984423343647	1.01999251617042	0.989221725801567	0.989548890086612	0.988979393099123	0.998778522011634	1.04580440480022	0.999969249219699	1
TBX3	0.950766756593441	0.987408261947424	1.00724764160745	0.830228988888207	0.757227045575823	0.806540846385412	0.893442788237934	0.859260538548998	0.873833208263834	0.922272527542469	0.932766540699199	0.926505322844107	0.928919618023711	0.899573851950573	1.0100546657929	0.922758494686335	0.934004288852929	0.916539211276053	0.978400557668221	0.944961600853062	0.952236758922927	0.98738849980385	0.955282088615422	0.993986839119583	0.957080581870609	0.957460561966194	0.993933884798352	0.961191617816333	0.97114726992597	0.969875027406271	0.969396660535901	1.00408331614766	0.973924338366618	0.975898247026121	1.01213197495093	0.981155073592981	1.02273981572424	0.980901856763926	0.981676750216076	NA	1.02240804233259	0.982248088169141	0.982796204814553	1.03208984155172	1.03253954283703	0.989221725801567	0.999603095852352	1	0.999877217754313	1.04596959926301
TGFBR2	0.626970880020434	0.464399297417317	0.861260686446058	0.82961472864827	0.699838479277732	0.806313034685078	0.850252951096121	0.859237131081791	0.873663836547018	0.991942602051621	1.04799704664639	1.0593913113306	0.891016865778266	1.00071178507186	0.943794537437569	1.06374047455981	0.961687938369553	0.95262821256556	0.978507638940143	0.978899009176828	0.95263097428961	0.988304665740433	0.99284842141985	0.955593828084193	1.05304363440474	0.993224936025153	0.994294074615947	0.998173817216795	0.971201224945718	1.00475310534559	1.00607136216892	0.971707600881021	0.9740234375	1.0740866109403	0.97582551025174	1.02299607299607	0.981327560709004	1.0900686964634	1.02134337061973	1.02240804233259	NA	1.0206422843169	0.982720054640143	1.03236180988587	1.0326905232751	0.988761313424991	1.04423754858537	1.04462869938873	0.999492256917999	0.998945227152867
GATA3	0.63436816486276	0.640780434185216	0.864330721657492	0.831991399016489	0.760534671098948	0.810855810855811	0.854180770685625	0.863443248856483	0.877412539394686	1.11348613054712	0.994629995374483	1.06073007080032	0.895090254322589	1.0001003417007	1.01036615838166	1.10299897065797	0.963728599693561	0.955036203312065	0.948441984654264	0.947920694150969	0.988334836576043	0.955771192425392	1.05501003832816	0.957969001877194	1.04870600556735	0.960656254491004	0.994385258507396	0.999144455412965	0.998808497883023	1.0045738045738	1.13575187066515	1.00438669739582	0.975811903561357	1.06580211783365	1.01052589289301	0.983031958951411	0.982878123872691	0.982184609770817	1.01984423343647	0.982248088169141	1.0206422843169	NA	1.01609844161773	1.0905300460856	0.990786899728655	0.989547607382002	1.04235980821347	1.15303740465031	1	1
SRGAP3	0.791113514487855	0.975577408397971	0.719758331155991	0.945649421706324	0.760358263789013	0.936827757805282	0.896361020093272	0.903431647785448	0.91653821519317	0.924420365627205	0.935156776036833	1.06041503981772	0.931568016614746	0.937328928739972	1.06817972446715	1.0107890768973	1.05042996953109	0.920021974609772	0.979913835241159	0.948564867967853	0.955141565395838	0.955457406711827	0.994253768310806	0.957580859976123	0.960099784711069	0.960504422696253	0.963212621011115	0.963803537464783	0.974140341778652	1.0051595497568	1.00517971674211	0.974411651802101	0.975434899155159	1.0107802157905	1.01130282946246	0.982682090374398	0.982461199219744	0.983264983715117	1.01999251617042	0.982796204814553	0.982720054640143	1.01609844161773	NA	0.991254487604853	0.990642451074106	0.990208281470417	0.998927074098006	1.04081286092058	1	0.999797812701039
CTCF	0.875742204346735	0.500360079332987	0.77257458546626	0.666637790290874	0.713513107873876	0.817725963357031	0.909774397739387	0.870022987245407	0.88406380199114	1.0145177328472	0.945102183435886	0.940999889636905	0.943149964626475	0.909588966543156	1.03233292921295	1.02910985758733	0.941762643880697	0.966343377507959	0.952959505647678	0.990123969989742	0.998765198765199	1.00094562647754	1.0798051924274	0.963884921444603	1.06852274851852	0.966131632058732	1.00342349511567	1.00945421329071	1.00763851533082	1.07985732036365	1.07768073328239	1.01415376763086	0.98200701082105	1.02211432954241	0.984348599377501	0.989377289377289	0.989355001102527	0.989518954150122	0.989221725801567	1.03208984155172	1.03236180988587	1.0905300460856	0.991254487604853	NA	0.99859350919456	0.997679235028863	1.05548257122004	1.05771236384955	1	1.05584718311991
LPHN2	0.878769286991844	0.703354780055065	0.772624828288162	0.871163887658733	0.778662433456954	0.869011025888412	0.860856384994316	0.870320959619853	0.929856867832929	0.935930522007943	1.01216569787998	0.940972537874609	0.900524140798946	0.909264221866513	0.916079644458367	0.966632946222636	0.972609488084806	0.926040231468724	0.989885223340148	0.988963926865426	0.961026147015294	0.998799889065376	0.963729643150423	1.00532927880656	1.06988377346092	1.00388753659999	1.0049896049896	0.969767517805031	1.00755713505626	0.977603162643234	0.977004981740044	0.979351285627436	1.02324274614588	1.02139659282516	0.983928885759549	0.988855556790078	1.03179271185103	1.03383338653048	0.989548890086612	1.03253954283703	1.0326905232751	0.990786899728655	0.990642451074106	0.99859350919456	NA	0.996969784700308	1	1	1	1
SF3B1	0.878723176991101	0.899695008978708	0.942302978461171	0.869471993205823	0.902556433810439	0.869864360645703	0.997855924509093	0.917381017058585	0.884229891208911	0.892765440045775	0.907964010260461	1.09073685654775	0.901126046871701	0.909588966543156	1.030991485676	1.02933386044673	0.941655429530008	0.926511697756991	0.989596360056408	0.953579811422438	0.960992477553992	0.960977532518723	1.0038344042979	0.964137602549047	0.965884813202962	1.00402219630297	0.968734069668649	1.01076267905536	0.97861653272101	0.977243024180256	0.977543503111901	1.01402876288256	0.983770374817349	0.984033001698617	1.02138629402339	0.989481589026008	1.03167176832657	0.989288266281137	0.988979393099123	0.989221725801567	0.988761313424991	0.989547607382002	0.990208281470417	0.997679235028863	0.996969784700308	NA	1	1	1	1
CAD	0.777026110458163	0.552371007337159	0.644453545074663	0.934673495191509	0.731709345516052	0.832967032967033	1.03586014664	0.883492381504719	0.89814294923784	1.13377660642833	1.11007321069332	0.959633709849858	0.913681241184767	0.921176249322373	1.13780173423951	0.982928832517226	0.985621094898272	0.982650339579552	0.964344668207329	1.00470472521618	1.0136546184739	0.971601448197193	1.0198347822326	0.975172858019908	1.01729635980212	0.97674741686203	1.01705973109985	0.980803189974366	0.986879253011518	1.0994418830381	1.0992125984252	0.988256924263092	0.993141971638107	1.03480361070258	0.993156468026485	1.04680455496165	0.997791682002208	0.999724564275987	0.998778522011634	0.999603095852352	1.04423754858537	1.04235980821347	0.998927074098006	1.05548257122004	1	1	NA	1.06525059424468	1	1
CASP8	0.776162545326133	0.550629511575626	0.854483504833	0.932972976406361	0.731706045240407	0.832733534725567	0.930828630828631	0.883932955709784	0.897018804775202	1.13242737475305	1.0402498525828	1.05000605918037	0.913027352804822	1.05094855790167	1.06102507863435	1.11757068385079	1.04459464234126	0.983515714946684	0.963902247842382	0.963195352681115	0.972202475793602	0.971987828409343	1.01823739174733	0.975339366515837	1.01943319838057	0.976860799164273	0.979091712460259	1.0269169956104	1.01667568249847	0.987986293574205	1.14937801472455	1.0257929132442	0.993947051579617	1.03567921440262	1.03362808323915	1.04569460390356	0.999603095852352	0.999381899796838	1.04580440480022	1	1.04462869938873	1.15303740465031	1.04081286092058	1.05771236384955	1	1	1.06525059424468	NA	1	1
CUL1	0.543324835636656	0.796472096104968	0.852217607315445	0.770935660645423	0.958820865652892	1.00870591719055	0.874562200025944	0.88372334843328	0.89711990785336	1.04855512357047	0.962545868790324	1.05421537294047	0.960968641152268	0.921451630858288	0.974759453660245	0.982260279505614	0.986102795197428	0.93771299953946	1.00459077752407	1.00456640431114	1.01369334619094	1.01296384774646	1.16144603765613	0.975019729010339	1.01877798526193	0.975980893892869	1.01643356643357	0.980487574857358	1.01702677304772	1.02794249882153	0.987972321410559	0.988342466784748	1.03849745026216	0.993725892620047	1.03437982363126	1	0.999714419762152	1.04470018170806	0.999969249219699	0.999877217754313	0.999492256917999	1	1	1	1	1	1	1	NA	1
PIK3R1	1.23230965925266	1.0435774734169	1.06231436738001	0.771134636023598	0.810299686249053	0.832830346642215	1.03418382206771	0.884347008655247	0.897394904589149	0.905581458242235	0.919392684610076	0.910478634895431	0.960475184588071	0.921291109755421	0.92763708940566	0.941862278508241	0.951324605538729	0.938181055611623	0.964247484478698	1.00356449820079	0.972137860915244	1.08615975408247	1.01954394585974	0.975320807293507	1.01877798526193	0.976449790885181	0.978661735442504	0.980044843049327	0.986216644906503	1.02796698485155	0.986422132663591	0.988694602352226	0.992856343074684	0.993694313638183	0.992797415180087	0.998467707431619	0.998749218261413	1	1	1.04596959926301	0.998945227152867	1	0.999797812701039	1.05584718311991	1	1	1	1	1	NA
